institution_id,display_name,city,region,country,old_lat,old_lon,new_lat,new_lon,status,query,nominatim_display_name
https://openalex.org/I1328540965,Australian Institute of Marine Science,Townsville,Queensland,AU,-19.26639,146.80569,-19.2676399,147.0553995,geocoded,Australian Institute of Marine Science,"Australian Institute of Marine Science, Cape Cleveland Road, Cape Cleveland, Queensland, 4810, Australia"
https://openalex.org/I39422238,University of Illinois Chicago,Chicago,Illinois,US,41.85003,-87.65005,41.8748613,-87.6519866,geocoded,"University of Illinois Chicago, Chicago","University of Illinois Chicago, 1200, West Harrison Street, Greektown, West Loop, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States"
https://openalex.org/I55143463,University of Turin,Turin,Piedmont,IT,45.07049,7.68682,45.051165,7.6811479,geocoded,"University of Turin, Turin","Università di Torino - Dipartimento di Chimica, 9, Via Pietro Giuria, San Salvario, Circoscrizione 8, Cavoretto, Torino, Piemonte, 12125, Italia"
https://openalex.org/I109289231,National Kaohsiung First University of Science and Technology,Kaohsiung City,,TW,22.616260528564453,120.3133316040039,,,failed:no_result,National Kaohsiung First University of Science and Technology,
https://openalex.org/I88273585,Universidade Federal de São Paulo,São Paulo,,BR,-23.54750061035156,-46.6361083984375,-23.5992708,-46.6430924,geocoded,"Universidade Federal de São Paulo, São Paulo","Universidade Federal de São Paulo, 740, Rua Botucatu, Vila Clementino, Vila Mariana, São Paulo, Região Sudeste, 04023-062, Brasil"
https://openalex.org/I83816512,University of Genoa,Genoa,Liguria,IT,44.40478,8.94439,44.4148861,8.9266707,geocoded,"University of Genoa, Genoa","Università degli Studi di Genova, Via Balbi, Ghetto, Prè, Centro Est, Genova, Liguria, 16126, Italia"
https://openalex.org/I102939073,Universidade Estadual do Ceará,Fortaleza,,BR,-3.717220067977905,-38.543060302734375,-3.7938429,-38.556243,geocoded,"Universidade Estadual do Ceará, Fortaleza","Universidade Estadual do Ceará, 1700, Travessa Lourenço Pessoa, Maraponga, Fortaleza, Ceará, Região Nordeste, 60740-000, Brasil"
https://openalex.org/I11874761,University of North Florida,Jacksonville,,US,30.33218002319336,-81.65564727783203,30.2689865,-81.5096561,geocoded,"University of North Florida, Jacksonville","University of North Florida, 1, East Beltway Express Lanes, Jacksonville, Duval County, Florida, 32224, United States"
https://openalex.org/I74801974,The University of Tokyo,Tokyo,,JP,35.68949890136719,139.69171142578125,35.7117157,139.7637457,geocoded,"University of Tokyo, Tokyo","東京大学本郷キャンパス, 1, 本郷七丁目, 本郷, 文京区, 東京都, 113-8654, 日本"
https://openalex.org/I4210100852,Integrated Marine Observing System,Hobart,,AU,-42.87936019897461,147.32940673828125,,,failed:no_result,Integrated Marine Observing System,
https://openalex.org/I4210155299,LINKS Foundation,Turin,,IT,45.07049179077149,7.686820030212402,45.0648734,7.6585707,geocoded,"LINKS Foundation, Turin","Fondazione Links, 30a, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10129, Italia"
https://openalex.org/I71267560,University of Naples Federico II,Naples,Campania,IT,40.85216,14.26811,,,failed:no_result,University of Naples Federico II,
https://openalex.org/I126231945,Queen's University Belfast,Belfast,Northern Ireland,GB,54.59682,-5.92541,54.5842881,-5.9336562,geocoded,"Queen's University Belfast, Belfast","Queen's University Belfast, Stranmillis Embankment, Woodstock, Stranmillis, County Borough of Belfast, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT9 5FH, United Kingdom"
https://openalex.org/I4210091775,Instituto Español de Oceanografía,Madrid,,ES,40.416500091552734,-3.702559947967529,,,failed:too_far_417km,Instituto Español de Oceanografía,"Instituto Español de Oceanografía, Paseo Antonio Machado, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
