sharkipedia_id,sharkipedia_source,sharkipedia_doi,match_method,our_doi,our_title,our_year,our_authors,our_literature_id
stevens1989d,"STEVENS, J.D. & LYLE, J.M. (1989) Biology of three hammerhead sharks (Eusphyra blochii, Sphyrna mokarran and S. lewini) from Northern Australia. Australian Journal of Marine and Freshwater Research, 40 (2): 129",,title+year,10.1071/mf9890129,"Biology of three hammerhead sharks (Eusphyra blochii, Sphyrna mokarran and S. lewini) from Northern Australia.",1989,"Stevens, J.D. & Lyle, J.M. (1989)",4207.0
stevens1991a,"STEVENS, J.D. & MCLOUGHLIN, K.J. (1991) Distribution, size and sex composition, reproductive biology and diet of sharks from northern Australia. Australian Journal of Marine and Freshwater Research, 42 (2): 151",,title+year,10.1071/mf9910151,"Distribution, size and sex composition, reproductive biology and diet of sharks from northern Australia.",1991,"Stevens, J.D. & McLoughlin, K.J. (1991)",4203.0
suresh2012a,"SURESH, T.V. & RAFFI, S.M. (2012) First record of long nose chimaera Neoharriotta pinnata (Chondrichthys: Chimaeriformes: Rhinochimaeridae), from Bay of Bengal, India (north-eastern Indian Ocean). Marine Biodiversity Records, 5: e27",,title+year,10.1017/s1755267212000115,"First record of long nose chimaera Neoharriotta pinnata (Chondrichthys: Chimaeriformes: Rhinochimaeridae), from Bay of Bengal, India (north-eastern Indian Ocean).",2012,"Suresh, T.V. & Raffi, S.M. (2012)",15390.0
tan1998,"TAN, H.H. & LIM, K.K.P. (1998) Freshwater elasmobranchs from the Batang Hari basin of Central Sumatra, Indonesia. Raffles Bulletin of Zoology, 46 (2): 425",,title+year,,"Freshwater elasmobranchs from the Batang Hari basin of Central Sumatra, Indonesia.",1998,"Tan, H.H. & Lim, K.K.P. (1998)",4567.0
tanaka1990d,"TANAKA, SHO & SHIOBARA, Y. & HIOKI, S. & ABE, H. & NISHI, G. & YANO, K. & SUZUKI, K. (1990) The reproductive biology of the frilled shark, Chlamydoselachus anguineus, from Suruga Bay, Japan. Japanese Journal of Ichthyology, 37 (3): 273",,title+year,,"The reproductive biology of the frilled shark, Chlamydoselachus anguineus, from Suruga Bay, Japan.",1990,"Tanaka, Sho & Shiobara, Y. & Hioki, S. & Abe, H. & Nishi, G. & Yano, K. & Suzuki, K. (1990)",2335.0
tanaka1991,"TANAKA, SHO (1991) Age estimation of freshwater sawfish and sharks in northern Australia and Papua New Guinea. In: Shimizu, M. and Taniuchi, T. (eds.). Studies on Elasmobranchs Collected from Seven River Systems in Northern Australia and Papua New Guinea. University Museum, University of Tokyo. Nature Culture, 3: 71",,title+year,,Age estimation of freshwater sawfish and sharks in northern Australia and Papua New Guinea.,1991,"Tanaka, Sho (1991)",7241.0
taniuchi1991a,"TANIUCHI, T. & KANN, T.T. & TANAKA, SHO & OTAKE, T. (1991) Collection and measurement data and diagnostic characters of elasmobranchs collected from three river systems in Papua New Guinea. In: Shimizu, M. and Taniuchi, T. (eds.). Studies on Elasmobranchs Collected from Seven River Systems in Northern Australia and Papua New Guinea. University Museum, University of Tokyo. Nature Culture, 3: 27",,title+year,,Collection and measurement data and diagnostic characters of elasmobranchs collected from three river systems in Papua New Guinea.,1991,"Taniuchi, T. & Kann, T.T. & Tanaka, Sho & Otake, T. (1991)",20461.0
taniuchi2003,"TANIUCHI, T. & ISHIHARA, H. & TANAKA, SHO & HYODO, S. & MURAKAMI, M. & SÉRET, B. (2003) Occurrence of two species of Elasmobranchs, Carcharinus leucas and Pristis microdon, in Betsiboka River, West Madagascar. Cybium, 27 (3): 237",,title+year,,"Occurrence of two species of Elasmobranchs, Carcharinus leucas and Pristis microdon, in Betsiboka River, West Madagascar.",2003,"Taniuchi, T. & Ishihara, H. & Tanaka, Sho & Hyodo, S. & Murakami, M. & Séret, B. (2003)",2344.0
tavares2005,"TAVARES, R. (2005) Abundance and distribution of sharks in Los Roques Archipelago National Park and other Venezuelan oceanic islands, 1997-1998. Ciencias Marinas, 31 (2): 441",,title+year,,"Abundance and distribution of sharks in Los Roques Archipelago National Park and other Venezuelan oceanic islands, 1997-1998.",2005,"Tavares, R. (2005)",5654.0
tavares2009,"TAVARES, R. (2009) Fishery biology of the Caribbean reef sharks, Carcharhinus perezi (Poey, 1876), in a Caribbean insular platform: Los Roques Archipelago National Park, Venezuela. Pan-American Journal of Aquatic Sciences, 4 (4): 500",,title+year,,"Fishery biology of the Caribbean reef sharks, Carcharhinus perezi (Poey, 1876), in a Caribbean insular platform: Los Roques Archipelago National Park, Venezuela.",2009,"Tavares, R. (2009)",7058.0
taylor2016,"TAYLOR, S.M. & HARRY, A.V. & BENNETT, M.B. (2016) Living on the edge: latitudinal variations in the reproductive biology of two coastal species of sharks. Journal of Fish Biology, 89 (5): 2399",,title+year,10.1111/jfb.13126,Living on the edge: latitudinal variations in the reproductive biology of two coastal species of sharks.,2016,"Taylor, S.M. & Harry, A.V. & Bennett, M.B. (2016)",24458.0
thorburn2004a,"THORBURN, D.C. & MORGAN, D.L. & GILL, H. (2004) Biology and cultural significance of the freshwater sawfish (Pristis microdon) in the Fitzroy River Kimberley, Western Australia. Freshwater Fish Group at the Centre for Fish & Fisheries Research 57 pp.",,title+year,,"Biology and cultural significance of the freshwater sawfish (Pristis microdon) in the Fitzroy River Kimberley, Western Australia.",2004,"Thorburn, D.C. & Morgan, D.L. & Gill, H. (2004)",7237.0
thorburn2007,"THORBURN, D.C. & MORGAN, D.L. & ROWLAND, A.J. & GILL, H.S. (2007) Freshwater Sawfish Pristis microdon Latham, 1794 (Chondrichthyes: Pristidae) in the Kimberley region of Western Australia. Zootaxa, 1471: 27",,title+year,,"Freshwater Sawfish Pristis microdon Latham, 1794 (Chondrichthyes: Pristidae) in the Kimberley region of Western Australia.",2007,"Thorburn, D.C. & Morgan, D.L. & Rowland, A.J. & Gill, H.S. (2007)",2383.0
