Superorder,Order,Family,Genus,Species,Source_year,AuthorYear,DataSource,Source_observation,General_data_type,Unit,Unit_time ,Unit_spatial,Unit_gear,Unit_transformation,Unit_freeform,Model,Sampling_method_general,Sampling_method_info,Dataset_location,Dataset_representativeness_experts,Experts_for_representativeness,Coastal_province,Pelagic_province,FAO_area,Dataset_map,Latitude ,Longitude,Ocean,Datamined,Variance,PageAndFigureNumber,LineUsed,PDFPage,ActualPage,FigureName,FigureData,Comments,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Squalomorphii,Squaliformes,Oxynotidae,Oxynotus,centrina,2005,Ferretti_2005,"Ferretti, F., Myers, R. A., Sartor, P., & Serena, F. (2005). Long term dynamics of the chondrichthyan fish community in the upper Tyrrhenian Sea. ICES CM, 25, 1-34.",fishery_independent,sCPUE,individual,NA,km2,NA,NA,NA,GLM,trawl,bottom,Tuscan archipelago and north_tyrrhenian,NA,NA,4,30,37,Y,43,10,Mediterranean,Y,N,p17f4,Oxynotus_centrina,17,17,Ferretti_2005_AnglerRoughShark.png,Ferretti_2005_AnglerRoughShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4658,0.5323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0.608,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,nitida,2007,Walker_2007b,Walker and Gason 2007 - Shark and other chondrichthyan byproduct and bycatch estimation in the Southern and Eastern Scalefish and Shark Fishery,fisheries,sCPUE,kg,NA,km,NA,divided_by_mean,NA,log_gamma,trawl,0-600m,Southeast Australia - Eastern region,NA,NA,56,NA,57,Y,-39,149,Pacific,N,Y,p118f4.09a,Table Adjusted to mean observed annual cpue; column: Standardized CPUE,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.125,0.201,0.085,0.093,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2008,AiresDaSilva_2008a,10.1016/j.fishres.2007.12.019,fishery_independent,sCPUE,individual,hour,NA,NA,NA,NA,delta-lognormal GLM,longline,NA,Northwest Atlantic,NA,NA,5,"28,31,32",21,Y,40,-60,Atlantic,N,Y,p47t6,NA,7,47,AiresdaSilva_2008,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.48,1.11,1.18,1.13,1.5,0.7,0.87,1.55,1.27,1.43,1.31,1.96,0.97,1.08,1.93,NA,NA,0.88,0.75,1.82,1.06,0.86,0.83,1.05,0.78,1.01,0.68,0.74,0.48,0.5,0.44,0.8,0.94,1.22,0.63,0.95,0.98,0.73,0.47,1.25,1.16,0.76,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2010,Baum_2010,10.1016/j.fishres.2009.11.006,"fisheries, fishery_independent",sCPUE,individual,NA,NA,1000hook,NA,NA,GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,27,-66,Atlantic,Y,Y,p236f5a,NA,8,236,Baum_2010_BlueShark.png,Baum_2010_BlueShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7441,3.8464,4.325,4.1808,4.6597,4.6897,4.7206,2.5077,3.8838,1.4462,1.8755,1.7065,2.8084,1.7419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2001,Walsh_2001b,10.1016/S0165-7836(00)00306-4,fishery_independent,nCPUE,individual,NA,NA,set,NA,NA,NA,longline,NA,Hawaii,NA,NA,37,15,77,Y,20,-158,Pacific,Y,Y,p118t1,blue_shark_catch_per_set,4,118,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.2,10.8,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2002,Simpfendorfer_2002a,10.1016/S0165-7836(01)00288-0,fishery_independent,sCPUE,individual,NA,NA,1000hook,ln,NA,GLM,longline,male,Chesapeake_Bay,NA,NA,5,NA,21,Y,40,-70,Atlantic,Y,Y,p185f9a,solid,11,185,Simpfendorfer_2002_BlueSharkAtl,Simpfendorfer_2002_BlueSharkAtl.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3007,1.2699,2.8795,2.5711,3.1843,2.1534,2.5175,3.218,3.0715,1.6794,3.5756,2.2955,1.6757,1.1306,1.1336,NA,0.9401,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2002,Simpfendorfer_2002a,10.1016/S0165-7836(01)00288-0,fishery_independent,sCPUE,individual,NA,NA,1000hook,ln,NA,GLM,longline,female,Chesapeake_Bay,NA,NA,5,NA,21,Y,40,-70,Atlantic,Y,Y,p187f11a,solid,13,187,Simpfendorfer_2002_BlueSharkFemale,Simpfendorfer_2002_BlueSharkFemale.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7768,1.3726,1.3902,NA,2.0492,NA,1.522,2.3216,1.4253,0.5554,NA,NA,NA,NA,NA,1.109,1.5394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2013,Clarke_2013c,10.1111/j.1523-1739.2012.01943.x,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM_quasipoisson,longline,pelagic,North Pacific,NA,NA,"29,30,31,37,38,39","9,14,15","61,71,77",Y,0,175,Pacific,Y,Y,p7f2a,North Pacific,7,7,Clarke_2012_BlueShark.png,Clarke_2012_BlueShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3588,4.7928,3.4482,2.47,2.8048,2.2541,2.0393,3.0153,2.6477,2.4329,3.1646,3.072,1.5441,1.5431,1.1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2013,Clarke_2013c,10.1111/j.1523-1739.2012.01943.x,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM_quasipoisson,longline,pelagic,South Pacific,NA,NA,"30,31,33,35,36,38,40,41,53,54,55,56","9,20,22","61,71,77,81",Y,0,175,Pacific,Y,Y,p7f2a,South Pacific,7,7,Clarke_2012_BlueSharkSP.png,Clarke_2012_BlueSharkSP.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6051,5.105,5.7218,5.5901,5.0229,4.33,3.8869,3.3818,4.0607,5.1136,6.7901,7.4691,9.7691,3.9649,5.7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2003,Baum_2003,10.1126/science.1079777,fisheries,abundance,individual,NA,NA,NA,standardize at 1 in first year,NA,GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,23,-75,Atlantic,Y,Y,p390f2f,NA,2,390,Baum_2003_BlueShark.png,Baum_2003_BlueShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,0.7013,0.564,0.562,0.5373,0.5013,0.5106,0.4863,0.3712,0.482,0.514,0.3312,0.2842,0.2595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2006,Campana_2006b,10.1139/f05-251,fishery_independent,sCPUE,kg,NA,NA,hook,ln,NA,GLM,longline,pelagic,Northwest Atlantic,NA,NA,"1,5","2,28",21,Y,40,-60,Atlantic,Y,Y,p679f6,NA,10,679,Campana_2006_CommercialBlueShark.png,Campana_2006_CommercialBlueShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1013,-0.3936,0.9609,0.6218,-0.0493,-0.06,-0.2204,0.1888,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2006,Campana_2006b,10.1139/f05-251,other,nCPUE,individual,NA,NA,NA,NA,NA,NA,line,angler,Northwest Atlantic,NA,NA,5,NA,21,Y,40,-60,Atlantic,Y,Y,p679f7,NA,10,679,Campana_2006_RecreationalBlueShark.png,Campana_2006_RecreationalBlueShark.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3575,0.5838,0.3216,0.1944,0.2336,0.2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2015,Rice_2015,10.13140/RG.2.1.3369.0321,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM,longline,NA,North Pacific,NA,NA,"29,30,37,38,39","9,14,15","61,71,77",Y,20,-170,Pacific,Y,Y,p82f35,blue,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1697,0.9683,1.2318,0.0951,0.1076,0.2787,NA,0.3632,-0.0667,0.1043,0.2027,0.0832,-0.6572,0.2272,NA,NA,-1.7167,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2015,Rice_2015,10.13140/RG.2.1.3369.0321,fishery_independent,sCPUE,individual,NA,NA,1000hook,NA,NA,GLM,longline,NA,South Pacific,NA,NA,"30,31,35,36,38,39,40,41,53,54,55,56","9,20,22,36","71,77,81",Y,-30,-185,Pacific,Y,Y,p83f36,blue,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6806,0.3197,0.35,0.4874,0.1265,0.2591,0.3266,-0.253,0.0287,0.1754,0.0567,0.1847,0.1125,0.2685,0.3498,0.2684,-0.0972,-0.3881,-0.749,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2007,Cortes_2007a,10.18785/gcr.1902.06,fisheries,sCPUE,individual,NA,NA,NA,divided_by_mean,NA,delta lognormal GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,27,-68,Atlantic,Y,Y,p42f3a,Logbook ,7,42,Cortes_2007_BlueSharkA.png,Cortes_2007_BlueSharkA.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5089,1.7687,1.1522,0.9773,0.9085,1.1754,1.1243,1.2321,1.0926,1.0415,1.114,1.0276,0.7644,0.6249,0.5737,0.4696,0.4538,0.3673,0.4752,0.3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2007,Cortes_2007a,10.18785/gcr.1902.06,fishery_independent,sCPUE,individual,NA,NA,NA,divided_by_mean,NA,delta lognormal GLM,longline,pelagic,West Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",Y,27,-68,Atlantic,Y,Y,p42f3b,OBServ,7,42,Cortes_2007_BlueSharkB.png,Cortes_2007_BlueSharkB.txt,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8054,1.2752,1.047,1.047,0.9127,1.6913,1.6913,0.9529,1.1409,0.604,0.8322,0.5101,0.9799,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2007,Cortes_2007a,10.18785/gcr.1902.06,fisheries,sCPUE,individual,NA,NA,NA,divided_by_mean,NA,delta lognormal GLM,longline,pelagic,Gulf of Mexico,NA,NA,"6, 12",26,31,Y,25,-88,Atlantic,Y,Y,p42f3c,Logbook_std G+C,7,42,Cortes_2007_BlueSharkC.png,Cortes_2007_BlueSharkC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9144,1.5987,1.0461,0.7105,0.592,0.7303,2.7433,3.8881,0.75,0.8092,0.9474,1.0855,0.9868,0.3947,0.3553,0.2368,0.1184,0.0987,0.2961,0.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2005,Brooks_2005,"Brooks et al. STANDARDIZED CATCH RATES FOR BLUE SHARK AND SHORTFIN MAKO FROM THE US PELAGIC LONGLINE LOGBOOK PROGRAM AND U.S. PELAGIC OBSERVER PROGRAM, AND U.S. WEIGHOUT LANDINGS",fisheries,sCPUE,individual,NA,NA,1000hook,NA,NA,delta-lognormal GLM,longline,pelagic,Northwest Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",N,30,-65,Atlantic,Y,Y,p1060t2,observer CPUE,7,1060,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49,7.53,5.81,12.3,8.88,2.93,22.79,11.98,8.42,8.8,8.66,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2005,Brooks_2005,"Brooks et al. STANDARDIZED CATCH RATES FOR BLUE SHARK AND SHORTFIN MAKO FROM THE US PELAGIC LONGLINE LOGBOOK PROGRAM AND U.S. PELAGIC OBSERVER PROGRAM, AND U.S. WEIGHOUT LANDINGS",fisheries,sCPUE,individual,NA,NA,1000hook,NA,NA,delta-lognormal GLM,longline,pelagic,Northwest Atlantic,NA,NA,"5,6,12","8, 26, 28, 31,32","21,31, 41",N,30,-65,Atlantic,Y,Y,p1060t2,Logbook(all areas),7,1060,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.59,13.73,9.26,8.12,7.28,9.08,8.66,9.74,8.52,7.96,8.36,7.57,6,4.65,4.32,3.38,3.02,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2015,Carvalho_2015a,"Carvalho, F., and H. Winker. 2015. Stock assessment of south Atlantic blue shark (Prionace glauca) through 2013. International Commission for the Conservation of Atlantic Tunas Report SCRS/2015/153.",stock_assessment,standardized_biomass,1000ton,NA,NA,NA,NA,"B, base case model",surplus_production,multiple,NA,South Atlantic,South Atlantic,IUCN Pelagic sharks and rays - Dallas Nov 2018,NA,"8,33,27,33","31,34,41,47",N,-15,-15,Atlantic,Y,Y,p24f13,Biomass,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.0927,228.6065,219.6796,211.3584,211.5583,219.2445,230.8057,225.8289,224.1092,219.3304,208.4454,211.9617,208.5948,215.9365,217.313,219.848,215.4817,211.7766,198.8299,183.0645,163.6203,153.8467,140.7862,135.9836,125.4031,120.4911,116.8596,121.1805,124.8938,134.664,124.1815,113.9708,118.0293,115.2591,127.1957,134.3147,133.901,130.391,134.0651,137.7725,136.7377,138.5223,145.4268,NA,NA,NA,NA,NA,NA,NA
Galeomorphii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,2017,Coelho_2017a,"Coelho, R., Lino, P. G., & Rosa, D. (2017) BLUE SHARK CATCHES AND STANDARDIZED CPUE FOR THE PORTUGUESE PELAGIC LONGLINE FLEET IN THE INDIAN OCEAN.","fisheries, fishery_independent",sCPUE,kg,NA,NA,1000hook,NA,NA,tweedie_GLMM,longline,pelagic,Indian,NA,NA,"20,51","4,13,16,21,36","47,51,57",Y,-22,70,Indian,N,Y,p14t3,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.3,752.4,706,695.4,586.3,507.1,570.1,600.8,669.2,415.3,461.4,517.6,489.4,451.5,381,532.8,467.6,NA,NA,NA,NA
