openalex_author_id,display_name,institution,country,papers,gender,origin_country,origin_region,ethnicity,inst_city,inst_region,inst_lat,inst_lon
A5025973947,Sarah L. Hoffmann,Biomark (United States),US,5,F,DE,Europe,German,Boise,Idaho,43.61173629760742,-116.20880889892578
A5015089075,Peter Gaube,University of Washington Applied Physics Laboratory,US,5,M,DE,Europe,German,Seattle,Washington,47.655311584472656,-122.31663513183594
A5108797879,T. H. Bullock,Scripps Institution of Oceanography,US,5,M,GB,Europe,British,La Jolla,California,32.84727,-117.2742
A5014646667,Gordon H. Kruse,University of Alaska Southeast,US,5,M,DE,Europe,German,Juneau,NA,58.30194091796875,-134.4197235107422
A5005354635,Carolina Bojórquez-Sánchez,Cultura,MX,5,F,ES,Europe,NA,Mazatlán,NA,23.19548988342285,-106.42272186279295
A5046478145,Nancy M. Sherwood,University of Victoria,CA,5,F,IE,Europe,British,Victoria,British Columbia,48.4359,-123.35155
A5005874171,Samantha C. Leigh,"California State University, Dominguez Hills",US,5,F,GB,Europe,British,Carson,NA,33.8314094543457,-118.28202056884766
A5057177001,Martín Federico Soto-Jiménez,Universidad Nacional Autónoma de México,MX,5,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5046656252,Timothy E. Higham,"University of California, Riverside",US,5,M,GB,Europe,British,Riverside,California,33.95335,-117.39616
A5032704528,Emigdio Marín‐Enríquez,Universidad Autónoma de Sinaloa,MX,5,M,ES,Europe,Hispanic,Culiacán,Sinaloa,24.80209,-107.39421
A5005897142,Shannon M. O’Brien,University of Washington,US,5,F,IE,Europe,Irish,Seattle,Washington,47.60621,-122.33207
A5083404298,Sergio Madrigal‐Mora,"California State University, Long Beach",US,5,M,ES,Europe,Hispanic,Long Beach,NA,33.76696014404297,-118.1892318725586
A5049395466,Robert J. Y. Perryman,Marine Megafauna Foundation,US,5,M,GB,Europe,British,Truckee,California,39.32731246948242,-120.2057876586914
A5032274863,Arturo Ayala‐Bocos,Universidad Autónoma de Baja California Sur,MX,5,M,ES,Europe,Hispanic,La Paz,NA,24.10129737854004,-110.31563568115234
A5028294242,Kaylee S. Herzog,University of Kansas,US,5,F,DE,Europe,Austrian,Lawrence,Kansas,38.97167,-95.23525
A5028377058,Manuel J. Zetina‐Rejón,Instituto Politécnico Nacional,MX,5,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5012408022,Alexandra N. Schoen,University of Manitoba,CA,5,F,AT,Europe,German,Winnipeg,Manitoba,49.8844,-97.14704
A5103360106,Susan E. Smith,NOAA National Marine Fisheries Service Southwest Fisheries Science Center,US,5,F,GB,Europe,British,La Jolla,NA,32.84727096557617,-117.27420043945312
A5047835964,Kristen Tietjen,University of Kansas,US,5,F,DE,Europe,German,Lawrence,Kansas,38.97167,-95.23525
A5048174646,Jonathan C. P. Reum,NOAA National Marine Fisheries Service Alaska Fisheries Science Center,US,5,M,CH,Europe,Danish,Seattle,NA,47.60620880126953,-122.33206939697266
A5028856691,Carlos Javier Godínez‐Padilla,Cultura,MX,5,M,ES,Europe,Hispanic,Mazatlán,NA,23.19548988342285,-106.42272186279295
A5037587487,Julia M. Lawson,Simon Fraser University,CA,5,F,IE,Europe,British,Burnaby,British Columbia,49.26636,-122.95263
A5037429073,Jeremy A. Goldbogen,Stanford University,US,4,M,NL,Europe,Jewish,Stanford,California,37.42411,-122.16608
A5053964476,Steven D. Gaines,"University of California, Santa Barbara",US,4,M,GB,Europe,British,Santa Barbara,California,34.42083,-119.69819
A5087046632,Jay R. Rooker,Texas A&M University,US,4,M,GB,Europe,British,College Station,Texas,30.62798,-96.33441
A5000584262,Jon Mallatt,Washington State University,US,4,M,GB,Europe,British,Pullman,Washington,46.73127,-117.17962
A5028845829,Víctor M. Vidal‐Martínez,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,MX,4,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5007384448,Christopher M. Hollenbeck,Texas A&M University – Corpus Christi,US,4,M,AT,Europe,German,Corpus Christi,NA,27.80057907104492,-97.39637756347656
A5000543399,Denise Griffing,Seattle Aquarium,US,4,F,IE,Europe,Irish,Seattle,Washington,47.607608795166016,-122.3422393798828
A5113704869,James S. Franks,University of Southern Mississippi,US,4,M,GB,Europe,British,Hattiesburg,NA,31.327119827270508,-89.29033660888672
A5066221993,Gregory D. Williams,Pacific States Marine Fisheries Commission,NA,4,M,GB,Europe,NA,Portland,NA,45.5234489440918,-122.67620849609376
A5048808463,Héctor Reyes‐Bonilla,Universidad Autónoma de Baja California Sur,MX,4,M,ES,Europe,Hispanic,La Paz,NA,24.10129737854004,-110.31563568115234
A5086670563,G. Christopher Fischer,FamilySearch,US,4,M,DE,Europe,Austrian,Salt Lake City,Utah,40.77019119262695,-111.89452362060548
A5038678158,Xchel G. Moreno‐Sánchez,Instituto Politécnico Nacional,MX,5,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5051652211,Lia Celina Méndez-Rodríguez,Instituto Politécnico Nacional,MX,4,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5020741280,Jeremy M. Higgs,Gulf of Mexico Research Initiative,US,4,M,GB,Europe,British,Ocean Springs,Mississippi,30.393823623657227,-88.79731750488281
A5065625032,Adolfo Gracía,Universidad Nacional Autónoma de México,MX,4,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5113433803,Jon Good,Andrews University,US,4,M,GB,Europe,English,Berrien Springs,Michigan,41.94643,-86.3389
A5001132376,Dave Casper,"University of California, Santa Cruz",US,4,M,GB,Europe,German,Santa Cruz,NA,36.97412109375,-122.03079986572266
A5036711597,Duane E. Stevenson,NOAA National Marine Fisheries Service Alaska Fisheries Science Center,US,4,M,GB,Europe,British,Seattle,NA,47.60620880126953,-122.33206939697266
A5069935336,Kenneth R. Olson,Indiana University Bloomington,US,4,M,SE,Europe,Swedish,Bloomington,Indiana,39.16533,-86.52639
A5007054609,Maurício Cantor,Oregon State University,US,4,M,PT,Europe,Jewish,Corvallis,Oregon,44.56457,-123.26204
A5065064859,Tim Sippel,Washington Department of Fish and Wildlife,US,4,M,DE,Europe,German,Olympia,NA,47.03786849975586,-122.90070343017578
A5087649170,Kayla Hall,Luxel (United States),US,4,F,GB,Europe,British,Friday Harbor,Washington,48.53778076171875,-123.04640197753906
A5085551769,Gerardo Torres-Carrera,Universidad Nacional Autónoma de México,MX,4,M,ES,Europe,Portuguese,Mexico City,Mexico City,19.42847,-99.12766
A5031641861,Neil C. Aschliman,Saint Ambrose University,US,4,M,GB,Europe,Jewish,Davenport,Iowa,41.54016876220703,-90.58008575439452
A5053685251,Juan Carlos Ramírez‐Suárez,Centro de Investigación en Alimentación y Desarrollo,MX,4,M,ES,Europe,Hispanic,Hermosillo,NA,29.114559173583984,-110.92830657958984
A5047747187,Ana R. Hernández‐Téllez,Universidad Autónoma de Sinaloa,MX,4,F,ES,Europe,Hispanic,Culiacán,Sinaloa,24.80209,-107.39421
A5019685067,Rebecca L. Lewison,San Diego State University,US,4,F,GB,Europe,British,San Diego,NA,32.7157096862793,-117.16471862792967
A5112182684,John G. New,Loyola University Chicago,US,4,M,IE,Europe,Irish,Chicago,NA,41.85002899169922,-87.6500473022461
A5049230655,Alejandra Piñón‐Gimate,Instituto Politécnico Nacional,MX,4,F,ES,Europe,Portuguese,Mexico City,Mexico City,19.42847,-99.12766
A5030687631,Alejandro Rosende‐Pereiro,Universidad de Guadalajara,MX,4,M,ES,Europe,Portuguese,Guadalajara,Jalisco,20.66682,-103.39182
A5111975275,R. J. Balment,Creighton University,US,4,M,GB,Europe,British,Omaha,NA,41.25625991821289,-95.9404296875
A5023461544,Jeff Schweitzer,Scripps Institution of Oceanography,US,4,M,DE,Europe,Austrian,La Jolla,California,32.84727,-117.2742
A5104035144,Emily A. Seubert,Mississippi State University,US,4,F,DE,Europe,German,Starkville,Mississippi,33.45049,-88.81961
A5012759140,Kesley Gibson Banks,Texas A&M University – Corpus Christi,US,4,M,GB,Europe,British,Corpus Christi,NA,27.80057907104492,-97.39637756347656
A5052162871,Dietmar Kültz,"University of California, Davis",US,4,M,DE,Europe,German,Davis,California,38.54491,-121.74052
A5111817646,Richard L. Puzdrowski,University of Houston,US,4,M,PL,Europe,Polish,Houston,NA,29.76328086853028,-95.36327362060548
A5012920809,T. Lynn Harrell,University of Alabama,US,4,F,GB,Europe,Irish,Tuscaloosa,Alabama,33.20984,-87.56917
A5047196429,Kelsi M. Rutledge,"University of California, Los Angeles",US,4,F,IE,Europe,Irish,Los Angeles,California,34.05223,-118.24368
A5083972342,Megan M. Morris,Lawrence Livermore National Laboratory,US,4,F,IE,Europe,Irish,Livermore,California,37.68187,-121.76801
A5002414350,Shaara M. Ainsley,Moss Landing Marine Laboratories,US,4,F,IE,Europe,British,Moss Landing,California,36.8044,-121.7869
A5083894201,J. Lisa Hoogenboom,University of Manitoba,CA,4,F,NL,Europe,Dutch,Winnipeg,Manitoba,49.8844,-97.14704
A5088242666,Tanya S. Prinzing,Simon Fraser University,CA,4,F,UA,Europe,German,Burnaby,British Columbia,49.26636,-122.95263
A5023863205,Brian S. Stirling,"California State University, Long Beach",US,5,M,GB,Europe,British,Long Beach,NA,33.76696014404297,-118.1892318725586
A5073135357,Aldo A. Zavala‐Jiménez,"University of California, Santa Cruz",US,4,M,ES,Europe,Hispanic,Santa Cruz,NA,36.97412109375,-122.03079986572266
A5056037781,Timothy E. Essington,University of Washington,US,4,M,GB,Europe,British,Seattle,Washington,47.60621,-122.33207
A5073845463,Christopher R. Perle,Pacific University,US,4,M,AT,Europe,Austrian,Forest Grove,NA,45.51984024047852,-123.11065673828124
A5083421133,Matthew K. Streich,Texas A&M University – Corpus Christi,US,4,M,GB,Europe,German,Corpus Christi,NA,27.80057907104492,-97.39637756347656
A5083334448,Rigoberto Rosas‐Luis,Tecnológico Nacional de México,MX,4,M,PT,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5073898837,Harold E. Kasinsky,University of British Columbia,CA,4,M,AT,Europe,Jewish,Vancouver,British Columbia,49.24966,-123.11934
A5027680128,Jay J. Rotella,Montana State University,US,4,M,IE,Europe,Italian,Bozeman,Montana,45.67965,-111.03856
A5042018014,Francisco Zaragoza-Tapia,Universidad Autónoma del Estado de Hidalgo,MX,4,M,ES,Europe,Hispanic,Pachuca,NA,20.12805557250977,-98.73444366455078
A5046895614,Marin Miner,University of Denver,US,4,F,AT,Europe,Austrian,Denver,NA,39.73915100097656,-104.98470306396484
A5088307368,Daniel Schlenk,"University of California, Riverside",US,4,M,CH,Europe,German,Riverside,California,33.95335,-117.39616
A5049470689,Henry L. Bart,Tulane University,US,4,M,IE,Europe,French,New Orleans,Louisiana,29.95465,-90.07507
A5082972481,María Elena de Bellard,"California State University, Northridge",US,4,F,ES,Europe,French,Northridge,NA,34.22834014892578,-118.53675079345705
A5062044886,Cynthia K. Rigsby,Lurie Children's Hospital,US,4,F,GB,Europe,AfricanAmerican,Chicago,Illinois,41.89710235595703,-87.621612548828125
A5082666143,Seth D. Newsome,University of New Mexico,US,4,M,GH,Africa,British,Albuquerque,New Mexico,35.08449,-106.65114
A5089791699,Dario A. Chávez‐Arrenquín,Cultura,MX,4,M,ES,Europe,Hispanic,Mazatlán,NA,23.19548988342285,-106.42272186279295
A5056916361,Kenneth J. Armour,Creighton University,US,4,M,GB,Europe,British,Omaha,NA,41.25625991821289,-95.9404296875
A5057328117,Jack May,"California State University, Long Beach",US,4,M,GB,Europe,British,Long Beach,NA,33.76696014404297,-118.1892318725586
A5027135636,Francisco Neptalí Morales-Serna,Universidad Nacional Autónoma de México,MX,4,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5057126604,Giulio A. De Leo,Pacific University,US,4,M,IT,Europe,Italian,Forest Grove,NA,45.51984024047852,-123.11065673828124
A5024865480,Salvador Siu,Inter-American Tropical Tuna Commission,US,4,M,ES,Europe,Chinese,La Jolla,California,32.84727,-117.2742
A5027171768,Melissa Giresi,Texas A&M University,US,4,F,IT,Europe,Italian,College Station,Texas,30.62798,-96.33441
A5061041445,Lewis A. K. Barnett,Moss Landing Marine Laboratories,US,4,M,GB,Europe,British,Moss Landing,California,36.8044,-121.7869
A5034464331,U. Rashid Sumaila,University of British Columbia,CA,5,M,BD,Asia,Ghanaian,Vancouver,British Columbia,49.24966,-123.11934
A5108272351,Marlon Román,Inter-American Tropical Tuna Commission,US,4,M,ES,Europe,HispanoLatino,La Jolla,California,32.84727,-117.2742
A5108390707,Theodore H. Bullock,Scripps Institution of Oceanography,US,4,M,DE,Europe,British,La Jolla,California,32.84727,-117.2742
A5108398818,Victor Restrepo,Ability Found,US,4,M,ES,Europe,Hispanic,West Valley City,Utah,40.7202262878418,-111.95831298828124
A5108408989,DM Knip,University of British Columbia,CA,4,M,NL,Europe,Dutch,Vancouver,British Columbia,49.24966,-123.11934
A5057641206,W. Wesley Dowd,Washington State University,US,4,M,GB,Europe,Irish,Pullman,Washington,46.73127,-117.17962
A5076678428,R. Stephen Munger,Bamfield Marine Sciences Centre,CA,4,M,CH,Europe,Swiss,Ucluelet,British Columbia,48.83565902709961,-125.13549041748048
A5016685797,Natalie S. Arnoldi,Pacific University,US,4,F,CH,Europe,Italian,Forest Grove,NA,45.51984024047852,-123.11065673828124
A5057776184,Richard D. Norris,Scripps Institution of Oceanography,US,5,M,GB,Europe,British,La Jolla,California,32.84727,-117.2742
A5046396400,Natalie Spear,Texas A&M University at Galveston,US,4,F,GB,Europe,British,Galveston,NA,29.30134963989257,-94.797698974609375
A5108466435,Jeffrey G. Richards,University of British Columbia,CA,4,M,GB,Europe,British,Vancouver,British Columbia,49.24966,-123.11934
A5014164821,Christina Reinick,University of Denver,US,4,F,DE,Europe,German,Denver,NA,39.73915100097656,-104.98470306396484
A5026780373,Donald B. Brinkman,University of Alberta,CA,4,M,NL,Europe,Dutch,Edmonton,Alberta,53.55014,-113.46871
A5010315779,Ingrid Spies,NOAA National Marine Fisheries Service Alaska Fisheries Science Center,US,4,F,NL,Europe,German,Seattle,NA,47.60620880126953,-122.33206939697266
A5044078554,Zachary R. Skelton,NOAA National Marine Fisheries Service Southwest Fisheries Science Center,US,4,M,IE,Europe,British,La Jolla,NA,32.84727096557617,-117.27420043945312
A5033949116,Rafael de la Parra Venegas,Centro Médico ABC,MX,4,M,ES,Europe,Hispanic,Mexico City,NA,19.355993270874023,-99.28316497802734
A5044457502,Beth Polidoro,Arizona State University,US,4,F,TZ,Africa,Italian,Tempe,Arizona,33.41477,-111.90931
A5044207222,Mónica González‐Isáis,Universidad Nacional Autónoma de México,MX,4,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5049564909,Sara M. Maxwell,University of Washington Bothell,US,4,F,IE,Europe,British,Bothell,NA,47.76232147216797,-122.20539855957033
A5078433634,Austin Hendy,Natural History Museum of Los Angeles County,US,4,M,IE,Europe,Irish,Los Angeles,California,34.016990661621094,-118.28878021240234
A5014558438,Jinae N. Roa,California State University Los Angeles,US,4,F,KR,Asia,NativeHawaiian,Los Angeles,NA,34.05223083496094,-118.24368286132812
A5059554492,Ramón Pacheco‐Aguilar,Centro de Investigación en Alimentación y Desarrollo,MX,4,M,ES,Europe,Portuguese,Hermosillo,NA,29.114559173583984,-110.92830657958984
A5044989318,Christopher D. Marshall,Texas A&M University at Galveston,US,4,M,GB,Europe,British,Galveston,NA,29.30134963989257,-94.797698974609375
A5015681178,Nick Tolimieri,NOAA National Marine Fisheries Service Northwest Fisheries Science Center,US,4,M,GR,Europe,Italian,Seattle,NA,47.60620880126953,-122.33206939697266
A5059405104,Claire Coiraton,Universidad Nacional Autónoma de México,MX,4,F,FR,Europe,French,Mexico City,Mexico City,19.42847,-99.12766
A5025998424,Bianca K. Prohaska,NOAA National Marine Fisheries Service Alaska Fisheries Science Center,US,4,F,AT,Europe,Austrian,Seattle,NA,47.60620880126953,-122.33206939697266
A5026270606,Ariagna Lara,Instituto Politécnico Nacional,MX,4,F,PT,Europe,Portuguese,Mexico City,Mexico City,19.42847,-99.12766
A5058920655,Jeffrey S. Braswell,Middle Tennessee State University,US,4,M,GB,Europe,British,Murfreesboro,Tennessee,35.84562,-86.39027
A5066969975,Kirsty Ballard,Oregon State University,US,3,F,GB,Europe,British,Corvallis,Oregon,44.56457,-123.26204
A5037250063,J. H. Matis,Texas A&M University,US,3,M,GR,Europe,Greek,College Station,Texas,30.62798,-96.33441
A5109096760,L. M. Dill,Simon Fraser University,CA,3,M,IE,Europe,Irish,Burnaby,British Columbia,49.26636,-122.95263
A5053098672,Sam R. Fellows,"University of California, Merced",US,3,M,GB,Europe,British,Merced,NA,37.30215835571289,-120.48297119140624
A5080090569,Felipe Neri Melo-Barrera,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5079709333,David L. Hess,Oregon National Primate Research Center,US,3,M,GB,Europe,Swiss,Beaverton,Oregon,45.52400588989258,-122.87482452392578
A5015232509,Andrew W. Trites,University of British Columbia,CA,3,M,GB,Europe,Greek,Vancouver,British Columbia,49.24966,-123.11934
A5008368468,Edwin C. Jahn,"California State University, Long Beach",US,3,M,DE,Europe,German,Long Beach,NA,33.76696014404297,-118.1892318725586
A5004811696,Alex Antoniou,Marine Conservation Institute,US,3,M,CY,Asia,Greek,Seattle,Washington,47.6557731628418,-122.34196472167967
A5109313783,Mark S. Okihiro,California Department of Fish and Wildlife,US,3,M,KE,Africa,Japanese,Sacramento,California,38.58157,-121.4944
A5059497335,Amanda E. Jefferson,Mississippi State University,US,3,F,GB,Europe,British,Starkville,Mississippi,33.45049,-88.81961
A5080499456,Patrick J. Walsh,Bamfield Marine Sciences Centre,CA,3,M,IE,Europe,Irish,Ucluelet,British Columbia,48.83565902709961,-125.13549041748048
A5080504041,Stephanie A. Liss,Pacific Northwest National Laboratory,US,3,F,CH,Europe,Jewish,Richland,NA,46.28569030761719,-119.28446197509766
A5080534387,César Meiners‐Mandujano,Universidad Veracruzana,MX,3,M,ES,Europe,Italian,Xalapa,NA,19.53124046325684,-96.9158935546875
A5058347094,Georgina Cox,University of British Columbia,CA,3,F,GB,Europe,British,Vancouver,British Columbia,49.24966,-123.11934
A5044878128,Sarah S. Zeichner,University of Chicago,US,3,F,AT,Europe,Austrian,Chicago,Illinois,41.85003,-87.65005
A5078383610,Alberto Pérez‐Huerta,University of Alabama,US,3,M,ES,Europe,Hispanic,Tuscaloosa,Alabama,33.20984,-87.56917
A5044790718,Jaime González Cano,"University of California, Los Angeles",US,3,M,ES,Europe,HispanoLatino,Los Angeles,California,34.05223,-118.24368
A5059790025,Scott F. Davis,"University of California, Santa Cruz",US,3,M,GB,Europe,British,Santa Cruz,NA,36.97412109375,-122.03079986572266
A5045976535,Fabián A. Rodríguez‐Zaragoza,Universidad de Guadalajara,MX,3,M,ES,Europe,Hispanic,Guadalajara,Jalisco,20.66682,-103.39182
A5108643866,Perry Davis,University of Denver,US,3,M,GB,Europe,AfricanAmerican,Denver,NA,39.73915100097656,-104.98470306396484
A5060032320,Bruce J. Welton,New Mexico Museum of Natural History and Science,US,3,M,GB,Europe,British,Albuquerque,New Mexico,35.09907150268555,-106.66577911376952
A5008112559,Patrick Zubick,Simon Fraser University,CA,3,M,CH,Europe,Irish,Burnaby,British Columbia,49.26636,-122.95263
A5029635426,Carlos Villavicencio-Garayzar,Universidad Autónoma de Baja California Sur,MX,3,M,ES,Europe,Hispanic,La Paz,NA,24.10129737854004,-110.31563568115234
A5004426873,Greg W. Rouse,University of California San Diego,US,3,M,GB,Europe,British,San Diego,California,32.71571,-117.16472
A5046008896,James A. Strother,Oregon State University,US,3,M,IE,Europe,British,Corvallis,Oregon,44.56457,-123.26204
A5044194027,Cristina Ramírez‐Díaz,Instituto Politécnico Nacional,MX,3,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5050195192,Heriberto Santana-Hernández,Instituto Nacional de Pesca y Acuacultura,NA,3,M,ES,Europe,NA,Mexico City,NA,19.428470611572266,-99.1276626586914
A5044032458,Lorena Bringas‐Alvarado,Universidad de Sonora,MX,3,F,ES,Europe,Hispanic,Hermosillo,NA,29.10260009765625,-110.9773178100586
A5044288720,Sergio Aguíñiga‐García,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5029878693,Alfonsina E. Romo-Curiel,Ensenada Institute of Technology,MX,3,F,ES,Europe,Hispanic,Ensenada,NA,31.806041717529297,-116.59031677246094
A5089367858,Tarin Ritchie,The University of Texas Medical Branch at Galveston,US,3,F,GB,Europe,Scottish,Galveston,Texas,29.30135,-94.7977
A5014408261,Julio César Martínez-Ayala,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5060321149,Ronald S. Burton,University of California San Diego,US,3,M,GB,Europe,British,San Diego,California,32.71571,-117.16472
A5010952763,Charlene M. Burns,Walt Disney (United States),US,3,F,IE,Europe,Irish,Burbank,California,34.18084,-118.30897
A5100426907,Liang Liang,University of Denver,US,3,M,CN,Asia,Chinese,Denver,NA,39.73915100097656,-104.98470306396484
A5057785941,Aleksandra Maljković,Simon Fraser University,CA,3,F,RS,Europe,Serbian,Burnaby,British Columbia,49.26636,-122.95263
A5027041056,M. Tim Tinker,"University of California, Santa Cruz",US,3,M,DE,Europe,British,Santa Cruz,NA,36.97412109375,-122.03079986572266
A5025050105,Julio Lorda,Universidad Autónoma de Baja California,MX,3,M,ES,Europe,Hispanic,Mexicali,NA,32.627811431884766,-115.45446014404295
A5016971047,Alicia Abadía‐Cardoso,Universidad Autónoma de Baja California,MX,3,F,ES,Europe,Portuguese,Mexicali,NA,32.627811431884766,-115.45446014404295
A5060875407,Mark A. Renshaw,Texas A&M University,US,3,M,GB,Europe,British,College Station,Texas,30.62798,-96.33441
A5100353573,Hao Chen,University of Arizona,US,3,M,TW,Asia,Chinese,Tucson,Arizona,32.22174,-110.92648
A5029553476,Shana K. Goffredi,Occidental College,US,3,F,TZ,Africa,NativeHawaiian,Los Angeles,NA,34.05223083496094,-118.24368286132812
A5076144257,Adán Fernando Mar‐Silva,Universidad Nacional Autónoma de México,MX,3,M,PT,Europe,Portuguese,Mexico City,Mexico City,19.42847,-99.12766
A5057402785,Pedro Luis Díaz‐Carballido,Universidad Nacional Autónoma de México,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5017115819,Tamzin A. Blewett,Bamfield Marine Sciences Centre,CA,3,F,GB,Europe,British,Ucluelet,British Columbia,48.83565902709961,-125.13549041748048
A5031118859,Gala Moreno,Ability Found,US,3,F,ES,Europe,Hispanic,West Valley City,Utah,40.7202262878418,-111.95831298828124
A5052611662,JAMES D. S. KNUCKEY,Moss Landing Marine Laboratories,US,3,M,IE,Europe,British,Moss Landing,California,36.8044,-121.7869
A5031078989,Katherine B. Loesser,Stennis Space Center,US,3,F,CH,Europe,Austrian,Bay Saint Louis,NA,30.308809280395508,-89.330047607421875
A5003450317,Paul H. Barber,"University of California, Los Angeles",US,3,M,CH,Europe,British,Los Angeles,California,34.05223,-118.24368
A5061205769,Casimiro Quiñónez‐Velázquez,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5061128855,Scott L. Hamilton,San Jose State University,US,3,M,GB,Europe,British,San Jose,NA,37.33938980102539,-121.89495849609376
A5057340692,Katherine R. Kumli,Bay Institute,US,4,F,CH,Europe,Swiss,San Francisco,California,37.80623626708984,-122.41191864013672
A5027218442,Iliana A. Fonseca-Ponce,Bank of Mexico,MX,3,F,PT,Europe,Portuguese,Mexico City,NA,19.428470611572266,-99.1276626586914
A5061316622,Ralph S. Collier,Paulsson (United States),US,3,M,CH,Europe,British,Van Nuys,California,34.215267181396484,-118.49388122558594
A5110720034,Peter Klimley,Marine Conservation Institute,US,3,M,SK,Europe,Irish,Seattle,Washington,47.6557731628418,-122.34196472167967
A5042814789,Rodrigo Moncayo‐Estrada,Instituto Politécnico Nacional,MX,3,M,PT,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5082537294,Karla C. Garcés‐García,Universidad Veracruzana,MX,3,F,ES,Europe,Hispanic,Xalapa,NA,19.53124046325684,-96.9158935546875
A5082590494,Dirk Weihrauch,University of Manitoba,CA,3,M,DE,Europe,German,Winnipeg,Manitoba,49.8844,-97.14704
A5110784563,Sandra Bessudo Lion,"University of California, Los Angeles",US,3,F,IT,Europe,French,Los Angeles,California,34.05223,-118.24368
A5017600916,Evan Johnson‐Ransom,DePaul University,US,3,M,SE,Europe,British,Chicago,NA,41.85002899169922,-87.6500473022461
A5010128596,Nicholas J. Bernier,Bamfield Marine Sciences Centre,CA,3,M,CH,Europe,French,Ucluelet,British Columbia,48.83565902709961,-125.13549041748048
A5089758973,María Teresa Carreón‐Zapiain,Universidad Autónoma de Nuevo León,MX,3,F,ES,Europe,Portuguese,San Nicolás de los Garza,NA,25.741670608520508,-100.3022232055664
A5042475926,Jeffery W. Gerst,University of Nebraska–Lincoln,US,3,M,NL,Europe,German,Lincoln,Nebraska,40.8,-96.66696
A5062124795,Greg D. Williams,Gulf States Marine Fisheries Commission,US,3,M,GB,Europe,British,Ocean Springs,NA,30.41131019592285,-88.82781219482422
A5050504067,Joseph K. Angleson,University of Denver,US,3,M,IE,Europe,NativeHawaiian,Denver,NA,39.73915100097656,-104.98470306396484
A5088464151,H. Kleerekoper,Texas A&M University,US,3,M,DE,Europe,Dutch,College Station,Texas,30.62798,-96.33441
A5027534799,Àlex Bartolí,Marine Conservation Institute,US,3,M,IT,Europe,Italian,Seattle,Washington,47.6557731628418,-122.34196472167967
A5089924598,Jesús Alvarado‐Ortega,Universidad Nacional Autónoma de México,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5052388281,Sofia Ortega‐García,Instituto Politécnico Nacional,MX,3,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5062333763,Olga Marcela Bejarano-Álvarez,Instituto Politécnico Nacional,MX,3,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5024216881,James M. Anderson,"California State University, Long Beach",US,3,M,GB,Europe,Scottish,Long Beach,NA,33.76696014404297,-118.1892318725586
A5062099201,Steven Saul,Arizona State University,US,3,M,GB,Europe,Jewish,Tempe,Arizona,33.41477,-111.90931
A5027675948,Elizabeth Clingham,"University of California, Los Angeles",US,3,F,IE,Europe,Irish,Los Angeles,California,34.05223,-118.24368
A5056236831,Dominic G. Swift,Texas A&M University – Corpus Christi,US,3,M,IE,Europe,British,Corpus Christi,NA,27.80057907104492,-97.39637756347656
A5073945857,Gammon Koval,San Jose State University,US,3,M,IL,Asia,Ukrainian,San Jose,NA,37.33938980102539,-121.89495849609376
A5002830227,Renato Peña,Instituto Politécnico Nacional,MX,3,M,IT,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5107412810,Joseph Bonaventura,Marine Conservation Institute,US,3,M,FR,Europe,Italian,Seattle,Washington,47.6557731628418,-122.34196472167967
A5083397889,Eric A. Lewallen,Mayo Clinic,US,3,M,SE,Europe,Swedish,Rochester,NA,44.021629333496094,-92.46990203857422
A5024182200,Lourdes Jiménez-Badillo,Universidad Veracruzana,MX,3,F,ES,Europe,Hispanic,Xalapa,NA,19.53124046325684,-96.9158935546875
A5073592600,Jenny C. Shaw,"University of California, Santa Barbara",US,3,F,GB,Europe,British,Santa Barbara,California,34.42083,-119.69819
