from,to,weight
A5000504017,A5044752864,2
A5000504017,A5045033930,2
A5000504017,A5045340800,1
A5000504017,A5046994129,2
A5000504017,A5050914843,6
A5000504017,A5053753514,1
A5000504017,A5064856576,1
A5000504017,A5064922057,1
A5000504017,A5065720990,3
A5000504017,A5066127550,1
A5000504017,A5072062852,4
A5000504017,A5073061489,3
A5000504017,A5077464802,1
A5000504017,A5079989478,1
A5000504017,A5082014181,1
A5000504017,A5082396118,1
A5000504017,A5083471210,2
A5000504017,A5090601358,1
A5000504017,A5091822431,1
A5000504017,A5102750760,2
A5000504017,A5112376920,1
A5000506272,A5011691529,3
A5000506272,A5042585306,1
A5000506272,A5072350805,3
A5000506272,A5108364554,2
A5000514811,A5018015305,2
A5000514811,A5031607351,1
A5000514811,A5044612788,3
A5000514811,A5048917574,11
A5000514811,A5050011864,3
A5000514811,A5059484438,1
A5000514811,A5077828630,7
A5000514811,A5084818615,1
A5000514811,A5085030130,3
A5000525984,A5028320911,1
A5000525984,A5044989318,1
A5000525984,A5087649170,1
A5000525984,A5088131966,1
A5000525984,A5090376192,1
A5000543399,A5029478461,4
A5000543399,A5030279685,1
A5000543399,A5070674371,1
A5000543399,A5081227066,2
A5000543399,A5113623025,3
A5000567713,A5000708106,2
A5000567713,A5001395814,1
A5000567713,A5001528490,1
A5000567713,A5001592580,1
A5000567713,A5002830227,1
A5000567713,A5002856269,3
A5000567713,A5003477041,2
A5000567713,A5003585482,3
A5000567713,A5004381427,4
A5000567713,A5005283883,1
A5000567713,A5006467789,1
A5000567713,A5008140530,1
A5000567713,A5009750551,5
A5000567713,A5009757119,4
A5000567713,A5010169174,1
A5000567713,A5010753647,1
A5000567713,A5011209075,1
A5000567713,A5011459721,4
A5000567713,A5011629984,3
A5000567713,A5011699441,3
A5000567713,A5013100664,1
A5000567713,A5014380800,1
A5000567713,A5015887084,1
A5000567713,A5016663455,1
A5000567713,A5016794364,2
A5000567713,A5017805849,2
A5000567713,A5018109591,1
A5000567713,A5018184500,2
A5000567713,A5019386383,4
A5000567713,A5019461192,1
A5000567713,A5021290301,1
A5000567713,A5021631588,3
A5000567713,A5021765519,1
A5000567713,A5021861796,4
A5000567713,A5023751725,1
A5000567713,A5024868059,1
A5000567713,A5025808128,3
A5000567713,A5026547030,1
A5000567713,A5027889580,2
A5000567713,A5028037221,5
A5000567713,A5028495029,2
A5000567713,A5031709104,2
A5000567713,A5032101752,2
A5000567713,A5032563731,2
A5000567713,A5032598007,3
A5000567713,A5032704528,1
A5000567713,A5034308109,2
A5000567713,A5035170219,2
A5000567713,A5035425184,2
A5000567713,A5036209141,1
A5000567713,A5036305829,1
A5000567713,A5037939399,3
A5000567713,A5041084169,1
A5000567713,A5042039118,2
A5000567713,A5042349094,4
A5000567713,A5043214978,1
A5000567713,A5044752864,1
A5000567713,A5045012778,2
A5000567713,A5045280160,1
A5000567713,A5046615869,1
A5000567713,A5048637383,1
A5000567713,A5054990791,2
A5000567713,A5056203990,2
A5000567713,A5056604056,1
A5000567713,A5058645661,1
A5000567713,A5059052484,1
A5000567713,A5059440078,3
A5000567713,A5060930335,1
A5000567713,A5061205769,1
A5000567713,A5062970987,3
A5000567713,A5063300784,2
A5000567713,A5064156615,1
A5000567713,A5064242856,1
A5000567713,A5064278968,1
A5000567713,A5065257057,1
A5000567713,A5065404441,3
A5000567713,A5065914163,1
A5000567713,A5066071163,1
A5000567713,A5066925463,2
A5000567713,A5067477629,1
A5000567713,A5068490193,39
A5000567713,A5068910144,2
A5000567713,A5069173662,2
A5000567713,A5070383014,1
A5000567713,A5070418300,1
A5000567713,A5071858697,2
A5000567713,A5072591617,1
A5000567713,A5072685750,1
A5000567713,A5072763035,1
A5000567713,A5074016954,3
A5000567713,A5076431972,2
A5000567713,A5076831759,2
A5000567713,A5077388594,1
A5000567713,A5078953524,2
A5000567713,A5079602017,1
A5000567713,A5080090569,2
A5000567713,A5082317939,3
A5000567713,A5083104363,1
A5000567713,A5083338846,1
A5000567713,A5083525231,3
A5000567713,A5083611476,1
A5000567713,A5085933467,2
A5000567713,A5086750483,2
A5000567713,A5087750501,3
A5000567713,A5089067181,1
A5000567713,A5089238682,14
A5000567713,A5089603095,2
A5000567713,A5090219740,3
A5000567713,A5090801242,3
A5000567713,A5090861767,3
A5000567713,A5090970334,1
A5000567713,A5091351942,3
A5000567713,A5091427710,2
A5000567713,A5101437846,1
A5000567713,A5102810437,1
A5000567713,A5103141864,1
A5000567713,A5110564278,2
A5000567713,A5110779309,1
A5000584262,A5011527664,1
A5000584262,A5026271013,1
A5000584262,A5037458493,1
A5000584262,A5041479050,1
A5000584262,A5087547134,1
A5000601370,A5032866222,3
A5000601370,A5036951354,5
A5000601370,A5067027768,2
A5000601370,A5080894389,2
A5000601370,A5109172067,1
A5000601370,A5111410774,2
A5000601370,A5111741504,5
A5000662417,A5026797834,1
A5000662417,A5027963868,1
A5000662417,A5030210254,1
A5000662417,A5034925553,1
A5000662417,A5036847123,1
A5000662417,A5050624434,1
A5000662417,A5053555827,1
A5000662417,A5057670496,1
A5000662417,A5062667343,1
A5000662417,A5070780221,2
A5000662417,A5110278433,1
A5000665916,A5011109920,3
A5000665916,A5016547470,1
A5000665916,A5061899604,1
A5000665916,A5083349488,1
A5000682231,A5001695676,1
A5000682231,A5003873641,1
A5000682231,A5007651841,1
A5000682231,A5010459257,3
A5000682231,A5027658903,1
A5000682231,A5032193561,1
A5000682231,A5032946107,3
A5000682231,A5057230130,1
A5000682231,A5058620382,1
A5000682231,A5059991410,1
A5000682231,A5082931952,1
A5000682231,A5083104363,1
A5000684788,A5006927416,5
A5000684788,A5007504667,2
A5000684788,A5029656279,7
A5000684788,A5052857459,6
A5000684788,A5072047079,1
A5000684788,A5081116661,6
A5000684788,A5103423272,1
A5000684788,A5108206092,2
A5000684788,A5113860717,1
A5000705225,A5011413729,8
A5000705225,A5020739947,1
A5000705225,A5027440543,6
A5000705225,A5031386126,5
A5000705225,A5033582213,1
A5000705225,A5042607664,1
A5000705225,A5046008896,1
A5000705225,A5046312297,1
A5000705225,A5047356822,1
A5000705225,A5069614414,1
A5000705225,A5089013617,1
A5000705225,A5100778674,1
A5000705225,A5101736438,1
A5000705225,A5110631630,1
A5000708106,A5001419201,3
A5000708106,A5001528490,1
A5000708106,A5002518011,1
A5000708106,A5002650221,1
A5000708106,A5002856783,1
A5000708106,A5003585482,2
A5000708106,A5004973184,1
A5000708106,A5009577638,1
A5000708106,A5009757119,2
A5000708106,A5010753647,1
A5000708106,A5011459721,2
A5000708106,A5011699441,2
A5000708106,A5012275407,1
A5000708106,A5016702832,1
A5000708106,A5016794364,2
A5000708106,A5017729930,1
A5000708106,A5017805849,5
A5000708106,A5019386383,2
A5000708106,A5021631588,2
A5000708106,A5021797231,1
A5000708106,A5021861796,5
A5000708106,A5026547030,1
A5000708106,A5028037221,2
A5000708106,A5028495029,1
A5000708106,A5029121069,1
A5000708106,A5031709104,5
A5000708106,A5032563731,1
A5000708106,A5034308109,2
A5000708106,A5035170219,2
A5000708106,A5036305829,3
A5000708106,A5040857790,1
A5000708106,A5041084169,1
A5000708106,A5045012778,2
A5000708106,A5051928708,1
A5000708106,A5053202049,1
A5000708106,A5053871178,1
A5000708106,A5056203990,2
A5000708106,A5058424210,1
A5000708106,A5064278968,1
A5000708106,A5066925463,3
A5000708106,A5068490193,2
A5000708106,A5068910144,2
A5000708106,A5069173662,2
A5000708106,A5070383014,2
A5000708106,A5072685750,1
A5000708106,A5072800990,1
A5000708106,A5074016954,3
A5000708106,A5076831759,1
A5000708106,A5082317939,2
A5000708106,A5083338846,1
A5000708106,A5083525231,2
A5000708106,A5086750483,4
A5000708106,A5087585443,1
A5000708106,A5089603095,1
A5000708106,A5090970334,3
A5000708106,A5091337163,1
A5000708106,A5106303147,1
A5000708106,A5108034932,1
A5000708106,A5110779309,1
A5000821062,A5021191351,1
A5000821062,A5053125838,4
A5000821062,A5061526817,6
A5000821062,A5067766868,1
A5000852921,A5076839392,1
A5000852921,A5103148346,2
A5000864455,A5006474488,4
A5000864455,A5023348613,4
A5000864455,A5062121581,2
A5000864455,A5100643659,4
A5000864455,A5102918972,4
A5000865519,A5003585482,1
A5000865519,A5025880572,1
A5000865519,A5029596924,1
A5000865519,A5069148631,1
A5000865519,A5081578251,1
A5000890396,A5001278480,1
A5000890396,A5005258440,4
A5000890396,A5011459721,1
A5000890396,A5015536681,1
A5000890396,A5021290301,1
A5000890396,A5022806122,1
A5000890396,A5025967818,1
A5000890396,A5034438889,1
A5000890396,A5046953441,2
A5000890396,A5049228176,1
A5000890396,A5053712869,1
A5000890396,A5067009487,1
A5000890396,A5069752865,1
A5000890396,A5087569260,1
A5000890396,A5092014737,1
A5000890396,A5101704738,1
A5000890396,A5102003481,1
A5000891823,A5011242216,1
A5000891823,A5011435824,1
A5000891823,A5021256887,1
A5000891823,A5028037221,1
A5000891823,A5030555779,3
A5000891823,A5032868553,2
A5000891823,A5036877484,1
A5000891823,A5040896502,1
A5000891823,A5044078554,1
A5000891823,A5044114228,1
A5000891823,A5045897972,1
A5000891823,A5046325931,1
A5000891823,A5052530411,1
A5000891823,A5063320988,1
A5000891823,A5069148631,1
A5000891823,A5070982607,1
A5000891823,A5072750119,3
A5000891823,A5081035197,1
A5000891823,A5088242666,1
A5000891823,A5106626788,1
A5000913484,A5009285267,1
A5000913484,A5011429944,1
A5000913484,A5034793148,1
A5000913484,A5039207374,2
A5000913484,A5043602286,1
A5000913484,A5091268800,2
A5000932061,A5052894210,1
A5000932061,A5059215447,1
A5000932061,A5068833029,6
A5000932061,A5073017980,1
A5000944510,A5005875977,1
A5000944510,A5007620521,1
A5000944510,A5024972785,1
A5000944510,A5034342780,1
A5000944510,A5041304494,1
A5000944510,A5042531984,2
A5000944510,A5047214861,1
A5000944510,A5048259583,1
A5000944510,A5048704204,1
A5000944510,A5054487687,1
A5000944510,A5067477629,2
A5000944510,A5076827810,1
A5000944510,A5079902325,1
A5000944510,A5088607363,1
A5000944510,A5110949226,2
A5000944510,A5112102311,1
A5000966256,A5020708890,5
A5000966256,A5034143474,1
A5000966256,A5042713547,1
A5000966256,A5045377124,3
A5000966256,A5047714194,1
A5000966256,A5053555827,5
A5000966256,A5054748956,5
A5000966256,A5073009703,5
A5000966256,A5082457680,2
A5000966256,A5082734395,2
A5000978834,A5046975759,3
A5000978834,A5062345764,3
A5001043379,A5003477041,1
A5001043379,A5005752874,1
A5001043379,A5006980395,4
A5001043379,A5007443384,1
A5001043379,A5007640855,4
A5001043379,A5009895846,1
A5001043379,A5009947492,1
A5001043379,A5010732431,1
A5001043379,A5010766464,1
A5001043379,A5011459721,1
A5001043379,A5011699441,1
A5001043379,A5012847693,4
A5001043379,A5013100664,1
A5001043379,A5016397640,2
A5001043379,A5016536228,1
A5001043379,A5016742531,1
A5001043379,A5018184500,1
A5001043379,A5020311905,1
A5001043379,A5023521563,1
A5001043379,A5028320911,2
A5001043379,A5030064963,1
A5001043379,A5030500452,1
A5001043379,A5031386126,2
A5001043379,A5034910630,1
A5001043379,A5037398401,1
A5001043379,A5038308154,1
A5001043379,A5038720351,1
A5001043379,A5039207374,1
A5001043379,A5040113660,1
A5001043379,A5041235614,1
A5001043379,A5042336328,1
A5001043379,A5042713547,3
A5001043379,A5045057409,1
A5001043379,A5046509290,1
A5001043379,A5046932964,1
A5001043379,A5047078785,1
A5001043379,A5047910973,1
A5001043379,A5048221807,3
A5001043379,A5048543419,1
A5001043379,A5049695139,1
A5001043379,A5050275183,3
A5001043379,A5052982122,1
A5001043379,A5064156615,1
A5001043379,A5064600501,1
A5001043379,A5065903412,3
A5001043379,A5071048549,1
A5001043379,A5071649909,1
A5001043379,A5073254346,4
A5001043379,A5074007788,1
A5001043379,A5077548094,1
A5001043379,A5077684841,2
A5001043379,A5077800316,1
A5001043379,A5080737605,1
A5001043379,A5081302464,1
A5001043379,A5082317939,1
A5001043379,A5086243047,1
A5001043379,A5086487790,1
A5001043379,A5086603611,1
A5001043379,A5088131966,2
A5001043379,A5109936585,3
A5001043379,A5111907595,2
A5001043379,A5111918427,1
A5001043379,A5112580983,1
A5001043379,A5113270207,1
A5001067683,A5002558841,1
A5001067683,A5002748920,1
A5001067683,A5005258440,2
A5001067683,A5006688028,3
A5001067683,A5007439405,2
A5001067683,A5007813608,3
A5001067683,A5007974725,1
A5001067683,A5008055398,1
A5001067683,A5010743662,1
A5001067683,A5011435824,2
A5001067683,A5011699441,1
A5001067683,A5012091107,1
A5001067683,A5012091170,15
A5001067683,A5012759140,3
A5001067683,A5012876322,3
A5001067683,A5016661983,1
A5001067683,A5017805849,1
A5001067683,A5018818429,1
A5001067683,A5019677255,1
A5001067683,A5019748725,1
A5001067683,A5020265598,1
A5001067683,A5021138590,1
A5001067683,A5027218442,1
A5001067683,A5027264283,1
A5001067683,A5028025962,1
A5001067683,A5028037221,3
A5001067683,A5028861745,3
A5001067683,A5029596924,1
A5001067683,A5029873576,1
A5001067683,A5029878693,1
A5001067683,A5030049234,1
A5001067683,A5030071551,1
A5001067683,A5031194545,1
A5001067683,A5031386126,1
A5001067683,A5032595673,1
A5001067683,A5032764674,6
A5001067683,A5032869500,1
A5001067683,A5033582213,2
A5001067683,A5033610162,5
A5001067683,A5033993430,1
A5001067683,A5034793148,5
A5001067683,A5034869258,3
A5001067683,A5034910630,1
A5001067683,A5035750621,1
A5001067683,A5035810829,1
A5001067683,A5037137651,1
A5001067683,A5037461731,1
A5001067683,A5037522395,1
A5001067683,A5037886219,4
A5001067683,A5038903858,1
A5001067683,A5039207374,3
A5001067683,A5039857832,1
A5001067683,A5040028329,1
A5001067683,A5040443326,1
A5001067683,A5041592532,1
A5001067683,A5042039118,1
A5001067683,A5043359801,1
A5001067683,A5043573364,1
A5001067683,A5045878545,3
A5001067683,A5045897972,7
A5001067683,A5046396400,3
A5001067683,A5046496325,1
A5001067683,A5047564527,6
A5001067683,A5047910973,1
A5001067683,A5048015037,1
A5001067683,A5048028920,1
A5001067683,A5048174646,1
A5001067683,A5048543419,10
A5001067683,A5048638576,1
A5001067683,A5048826461,1
A5001067683,A5050988963,1
A5001067683,A5053049369,1
A5001067683,A5053295006,1
A5001067683,A5054916699,1
A5001067683,A5056604056,1
A5001067683,A5057340692,1
A5001067683,A5057785941,1
A5001067683,A5061982227,1
A5001067683,A5062036555,2
A5001067683,A5062122821,4
A5001067683,A5062301987,1
A5001067683,A5062775440,1
A5001067683,A5063020735,1
A5001067683,A5063140813,1
A5001067683,A5067477954,1
A5001067683,A5068251435,1
A5001067683,A5068562948,3
A5001067683,A5069148631,1
A5001067683,A5069614414,1
A5001067683,A5071649909,1
A5001067683,A5072858734,2
A5001067683,A5072868054,1
A5001067683,A5073135357,1
A5001067683,A5074007788,1
A5001067683,A5078318699,2
A5001067683,A5081035197,1
A5001067683,A5081525967,1
A5001067683,A5081764884,1
A5001067683,A5082317939,1
A5001067683,A5082618108,1
A5001067683,A5083173493,7
A5001067683,A5083421133,2
A5001067683,A5085250784,1
A5001067683,A5086117599,1
A5001067683,A5086487790,1
A5001067683,A5087046632,3
A5001067683,A5087233282,5
A5001067683,A5090005375,1
A5001067683,A5091168022,1
A5001067683,A5091287571,1
A5001067683,A5092729736,1
A5001067683,A5101834511,1
A5001067683,A5103202460,3
A5001067683,A5103233261,2
A5001067683,A5103360106,1
A5001067683,A5106660367,1
A5001067683,A5108094274,1
A5001067683,A5109716564,7
A5001067683,A5110630947,2
A5001067683,A5111557186,1
A5001067683,A5111747830,1
A5001067683,A5112189241,1
A5001067683,A5112531170,4
A5001067683,A5113704869,1
A5001084571,A5017729930,3
A5001084571,A5027306891,1
A5001084571,A5029827691,2
A5001084571,A5053680355,2
A5001084571,A5058453827,1
A5001084571,A5071625627,3
A5001084571,A5102982796,1
A5001112354,A5005752874,1
A5001112354,A5022010741,4
A5001112354,A5091105758,4
A5001132376,A5031110356,2
A5001132376,A5041774827,1
A5001132376,A5056603621,2
A5001132376,A5074406315,1
A5001132376,A5082317939,1
A5001141633,A5002202134,1
A5001141633,A5002205419,1
A5001141633,A5002558841,1
A5001141633,A5003081490,1
A5001141633,A5003180048,1
A5001141633,A5003244065,1
A5001141633,A5003477041,1
A5001141633,A5003477307,4
A5001141633,A5003873641,1
A5001141633,A5005258440,2
A5001141633,A5005283883,1
A5001141633,A5005752874,1
A5001141633,A5006096636,3
A5001141633,A5006117162,1
A5001141633,A5006467789,1
A5001141633,A5006531303,1
A5001141633,A5006832801,3
A5001141633,A5006918868,1
A5001141633,A5007075890,1
A5001141633,A5008317354,1
A5001141633,A5009822458,1
A5001141633,A5010140804,1
A5001141633,A5011242216,1
A5001141633,A5011459721,1
A5001141633,A5011629984,1
A5001141633,A5012003756,1
A5001141633,A5012365378,1
A5001141633,A5012805265,1
A5001141633,A5013204942,2
A5001141633,A5015200301,1
A5001141633,A5015353218,1
A5001141633,A5015536681,1
A5001141633,A5015558286,1
A5001141633,A5016661983,1
A5001141633,A5016685797,1
A5001141633,A5017175608,1
A5001141633,A5018771032,1
A5001141633,A5018856658,1
A5001141633,A5018857271,1
A5001141633,A5018859861,1
A5001141633,A5019001058,1
A5001141633,A5019677255,1
A5001141633,A5021068503,1
A5001141633,A5021109586,1
A5001141633,A5021256887,1
A5001141633,A5021631588,1
A5001141633,A5022533746,3
A5001141633,A5022750989,1
A5001141633,A5022897108,1
A5001141633,A5023180597,1
A5001141633,A5023751725,1
A5001141633,A5023886185,1
A5001141633,A5024249447,1
A5001141633,A5024318636,1
A5001141633,A5024466635,2
A5001141633,A5024865480,1
A5001141633,A5025187446,1
A5001141633,A5025535605,1
A5001141633,A5025786999,1
A5001141633,A5025808128,2
A5001141633,A5025880572,1
A5001141633,A5026655156,3
A5001141633,A5027250578,1
A5001141633,A5027582742,1
A5001141633,A5028489146,1
A5001141633,A5028587700,1
A5001141633,A5029057419,1
A5001141633,A5029831812,1
A5001141633,A5029873576,1
A5001141633,A5030210254,1
A5001141633,A5030584469,1
A5001141633,A5031110017,1
A5001141633,A5034016556,1
A5001141633,A5034115460,1
A5001141633,A5034197652,2
A5001141633,A5034438889,1
A5001141633,A5034724010,1
A5001141633,A5034910630,4
A5001141633,A5035810829,1
A5001141633,A5036209141,3
A5001141633,A5036877484,1
A5001141633,A5037267902,1
A5001141633,A5037829444,1
A5001141633,A5037886219,2
A5001141633,A5038873010,1
A5001141633,A5039207374,1
A5001141633,A5040121024,1
A5001141633,A5040300113,1
A5001141633,A5041349380,1
A5001141633,A5041789762,1
A5001141633,A5042039118,1
A5001141633,A5043573364,1
A5001141633,A5044127816,5
A5001141633,A5044563276,2
A5001141633,A5045150307,1
A5001141633,A5045408715,1
A5001141633,A5045608737,1
A5001141633,A5045897972,2
A5001141633,A5046743964,1
A5001141633,A5047066098,1
A5001141633,A5047187906,1
A5001141633,A5047910973,1
A5001141633,A5049062772,1
A5001141633,A5049153998,1
A5001141633,A5049569296,1
A5001141633,A5050624434,1
A5001141633,A5053097345,1
A5001141633,A5053170814,1
A5001141633,A5053379413,1
A5001141633,A5053594384,1
A5001141633,A5053611400,2
A5001141633,A5053634231,1
A5001141633,A5053919512,1
A5001141633,A5053962612,1
A5001141633,A5054602736,2
A5001141633,A5055474381,1
A5001141633,A5056604056,1
A5001141633,A5057388257,1
A5001141633,A5057621074,1
A5001141633,A5059851466,2
A5001141633,A5060087363,1
A5001141633,A5060958973,1
A5001141633,A5061526817,1
A5001141633,A5062667343,1
A5001141633,A5062775440,1
A5001141633,A5062808515,1
A5001141633,A5062897472,1
A5001141633,A5063743061,2
A5001141633,A5065064859,1
A5001141633,A5065257057,1
A5001141633,A5065288345,1
A5001141633,A5065732839,1
A5001141633,A5066570397,1
A5001141633,A5067846686,3
A5001141633,A5068754521,3
A5001141633,A5070191034,2
A5001141633,A5070801097,2
A5001141633,A5071649909,2
A5001141633,A5071652330,5
A5001141633,A5072875451,1
A5001141633,A5073123254,1
A5001141633,A5073592308,1
A5001141633,A5073920662,1
A5001141633,A5074413866,1
A5001141633,A5078269187,1
A5001141633,A5078420837,2
A5001141633,A5078993478,1
A5001141633,A5079708927,1
A5001141633,A5079962949,2
A5001141633,A5080644663,2
A5001141633,A5080737605,1
A5001141633,A5080921997,1
A5001141633,A5081302464,1
A5001141633,A5081408180,1
A5001141633,A5082014181,1
A5001141633,A5082317939,1
A5001141633,A5082890259,1
