from,to,weight
A5036305829,A5052473626,8
A5036305829,A5052613508,1
A5036305829,A5053202049,1
A5036305829,A5053379413,2
A5036305829,A5053555827,7
A5036305829,A5053594384,2
A5036305829,A5053634231,6
A5036305829,A5053638242,7
A5036305829,A5053687573,1
A5036305829,A5053731412,1
A5036305829,A5053871178,15
A5036305829,A5053956842,1
A5036305829,A5054977781,2
A5036305829,A5055361429,1
A5036305829,A5056203990,1
A5036305829,A5058418122,1
A5036305829,A5058424210,1
A5036305829,A5058574698,4
A5036305829,A5059576222,1
A5036305829,A5059782311,4
A5036305829,A5060652236,1
A5036305829,A5060950159,1
A5036305829,A5062379251,3
A5036305829,A5062667343,1
A5036305829,A5062955759,3
A5036305829,A5064846282,1
A5036305829,A5065288345,3
A5036305829,A5066151994,2
A5036305829,A5066925463,2
A5036305829,A5068283429,9
A5036305829,A5068490193,1
A5036305829,A5068910144,2
A5036305829,A5069173662,1
A5036305829,A5070328890,2
A5036305829,A5070383014,2
A5036305829,A5071649909,2
A5036305829,A5072685750,2
A5036305829,A5073009703,1
A5036305829,A5073111821,1
A5036305829,A5073123254,4
A5036305829,A5074016954,2
A5036305829,A5075667104,2
A5036305829,A5075996130,6
A5036305829,A5076070556,4
A5036305829,A5076444467,1
A5036305829,A5076831759,1
A5036305829,A5079542269,10
A5036305829,A5079902325,9
A5036305829,A5080541214,1
A5036305829,A5080561663,1
A5036305829,A5081408180,1
A5036305829,A5082216220,1
A5036305829,A5082317939,1
A5036305829,A5082618108,3
A5036305829,A5083266790,1
A5036305829,A5083338846,1
A5036305829,A5083525231,1
A5036305829,A5083611476,1
A5036305829,A5083624621,2
A5036305829,A5083972342,1
A5036305829,A5084493762,2
A5036305829,A5085536018,1
A5036305829,A5085570681,1
A5036305829,A5085955618,1
A5036305829,A5086750483,2
A5036305829,A5086942147,3
A5036305829,A5087233282,2
A5036305829,A5087569260,1
A5036305829,A5087585443,1
A5036305829,A5087701950,1
A5036305829,A5088823228,2
A5036305829,A5089603095,1
A5036305829,A5090035763,1
A5036305829,A5090611122,1
A5036305829,A5090970334,4
A5036305829,A5091309343,1
A5036305829,A5091337163,1
A5036305829,A5091431113,8
A5036305829,A5102978579,1
A5036305829,A5103202460,2
A5036305829,A5104084186,4
A5036305829,A5106303147,2
A5036305829,A5108034932,1
A5036305829,A5109505237,7
A5036305829,A5110325164,1
A5036305829,A5110779309,2
A5036305829,A5110784563,1
A5036305829,A5112460277,1
A5036305829,A5113756980,1
A5036305829,A5114235298,1
A5036361673,A5066983546,3
A5036361673,A5072595296,1
A5036361673,A5076201271,11
A5036396710,A5037051504,3
A5036396710,A5044806474,1
A5036396710,A5045037376,1
A5036396710,A5049461448,2
A5036396710,A5052437918,1
A5036396710,A5053379413,1
A5036396710,A5053959716,2
A5036396710,A5062953808,1
A5036396710,A5072677791,2
A5036396710,A5081408180,1
A5036396710,A5086190353,1
A5036396710,A5090219740,1
A5036399349,A5053799784,1
A5036399349,A5054850679,1
A5036399349,A5055447429,3
A5036399349,A5063130727,1
A5036399349,A5071471397,3
A5036399349,A5076462480,2
A5036402089,A5073592600,1
A5036402089,A5082305080,1
A5036442263,A5051613556,6
A5036442263,A5084208566,2
A5036442263,A5111704722,2
A5036448139,A5039432002,2
A5036448139,A5040088615,1
A5036448139,A5040655479,1
A5036448139,A5042814789,1
A5036448139,A5043273884,1
A5036448139,A5046656252,1
A5036448139,A5048275213,1
A5036448139,A5048840941,2
A5036448139,A5049695139,1
A5036448139,A5051676460,1
A5036448139,A5053475924,1
A5036448139,A5053729687,1
A5036448139,A5055063854,1
A5036448139,A5060487414,1
A5036448139,A5061863637,1
A5036448139,A5062044718,1
A5036448139,A5062903025,2
A5036448139,A5064156615,3
A5036448139,A5065201059,1
A5036448139,A5065411973,1
A5036448139,A5066256411,1
A5036448139,A5067397220,1
A5036448139,A5070433559,3
A5036448139,A5072595296,1
A5036448139,A5076201271,1
A5036448139,A5081861517,1
A5036448139,A5082317939,5
A5036448139,A5083104363,4
A5036448139,A5084104287,1
A5036448139,A5086127197,2
A5036448139,A5088968386,1
A5036448139,A5103098022,1
A5036448139,A5107890402,2
A5036448139,A5114295806,2
A5036474885,A5047715267,2
A5036474885,A5047975781,2
A5036474885,A5055978551,1
A5036474885,A5063697239,2
A5036474885,A5064849854,1
A5036474885,A5088093823,1
A5036474885,A5089548651,2
A5036520073,A5042651668,1
A5036520073,A5042949929,1
A5036520073,A5048259583,1
A5036520073,A5053692700,1
A5036520073,A5056604056,3
A5036520073,A5076386316,3
A5036520073,A5109295339,1
A5036520073,A5112072536,1
A5036531283,A5036847123,1
A5036531283,A5037584352,4
A5036531283,A5037587487,1
A5036531283,A5040578921,1
A5036531283,A5041199718,1
A5036531283,A5041238092,1
A5036531283,A5043931227,1
A5036531283,A5044457502,1
A5036531283,A5044752864,1
A5036531283,A5046630427,1
A5036531283,A5048028920,2
A5036531283,A5048783647,1
A5036531283,A5049953496,1
A5036531283,A5050624434,1
A5036531283,A5051626636,1
A5036531283,A5051928708,1
A5036531283,A5053455982,1
A5036531283,A5055496197,1
A5036531283,A5056405122,2
A5036531283,A5059489881,4
A5036531283,A5059576222,1
A5036531283,A5060493413,1
A5036531283,A5060645871,1
A5036531283,A5060708026,1
A5036531283,A5062415867,1
A5036531283,A5063608966,2
A5036531283,A5064316776,1
A5036531283,A5064564535,1
A5036531283,A5067477954,1
A5036531283,A5069479461,2
A5036531283,A5072800990,1
A5036531283,A5076472750,1
A5036531283,A5080261052,1
A5036531283,A5081148973,1
A5036531283,A5082014181,3
A5036531283,A5084377900,1
A5036531283,A5088630522,7
A5036531283,A5090801242,1
A5036531283,A5102950683,2
A5036531283,A5108034932,1
A5036531283,A5110191568,1
A5036531283,A5110417069,1
A5036531283,A5112590008,1
A5036557557,A5046509290,1
A5036557557,A5058819714,1
A5036557557,A5063524729,1
A5036557557,A5068132487,1
A5036557557,A5079553817,1
A5036557557,A5087701950,2
A5036579970,A5062683632,3
A5036579970,A5067514241,3
A5036579970,A5073988281,3
A5036585334,A5061801420,1
A5036599246,A5079042439,1
A5036640118,A5039243516,4
A5036640118,A5042336328,1
A5036640118,A5047465035,1
A5036640118,A5053634231,1
A5036640118,A5053871178,1
A5036640118,A5058645661,3
A5036640118,A5068183663,2
A5036640118,A5073123254,1
A5036640118,A5074057714,1
A5036640118,A5079902325,1
A5036640118,A5089067181,2
A5036640118,A5090035763,1
A5036640118,A5104112757,1
A5036644834,A5051839915,1
A5036644834,A5053959716,2
A5036644834,A5058217559,1
A5036644834,A5059723329,1
A5036644834,A5072232779,2
A5036644834,A5073404726,2
A5036644834,A5088581760,1
A5036644834,A5090219740,1
A5036653948,A5058030404,5
A5036653948,A5074490647,5
A5036655061,A5037238507,3
A5036655061,A5043972660,4
A5036655061,A5046041090,1
A5036655061,A5046418896,1
A5036655061,A5047283400,1
A5036655061,A5056835070,1
A5036655061,A5060493413,2
A5036655061,A5060620433,1
A5036655061,A5061724213,1
A5036655061,A5063654030,1
A5036655061,A5065057981,1
A5036655061,A5067033675,1
A5036655061,A5068074654,1
A5036655061,A5075560818,1
A5036655061,A5076175741,1
A5036655061,A5076972593,1
A5036655061,A5078718732,1
A5036655061,A5084336818,1
A5036655061,A5084377900,2
A5036655061,A5086638630,1
A5036655061,A5089462580,1
A5036655061,A5108034932,2
A5036655061,A5112463159,1
A5036696248,A5038885386,4
A5036696248,A5041664465,4
A5036696248,A5042076331,1
A5036696248,A5042743351,1
A5036696248,A5044181790,3
A5036696248,A5045037376,4
A5036696248,A5046790842,3
A5036696248,A5049450063,1
A5036696248,A5051515766,3
A5036696248,A5053577829,2
A5036696248,A5053611400,10
A5036696248,A5055843584,1
A5036696248,A5056626672,2
A5036696248,A5057340219,1
A5036696248,A5059723329,2
A5036696248,A5059851466,1
A5036696248,A5060471197,1
A5036696248,A5065332715,2
A5036696248,A5066633308,1
A5036696248,A5068907565,1
A5036696248,A5069632031,1
A5036696248,A5072695910,3
A5036696248,A5073404726,9
A5036696248,A5075534410,6
A5036696248,A5077616965,1
A5036696248,A5078431100,6
A5036696248,A5078685681,1
A5036696248,A5078993478,1
A5036696248,A5081408180,5
A5036696248,A5084421774,5
A5036696248,A5084952958,1
A5036696248,A5087040042,1
A5036696248,A5088344732,1
A5036696248,A5088581760,31
A5036696248,A5088846084,24
A5036696248,A5090219740,3
A5036696248,A5090769820,5
A5036696248,A5091324452,1
A5036696248,A5101779401,1
A5036696248,A5102792022,2
A5036696248,A5103975268,1
A5036696248,A5104049340,4
A5036696248,A5108407456,4
A5036696248,A5110086262,5
A5036696248,A5111990162,5
A5036699528,A5042585306,2
A5036699528,A5051626636,1
A5036699528,A5051765082,1
A5036699528,A5059275618,1
A5036699528,A5072350805,1
A5036699528,A5076827810,2
A5036699528,A5108364554,1
A5036699528,A5110525998,2
A5036711597,A5087649170,1
A5036711597,A5089530159,3
A5036711597,A5112633227,3
A5036755387,A5036847123,1
A5036755387,A5039024535,2
A5036755387,A5040458193,1
A5036755387,A5042359572,2
A5036755387,A5044882435,1
A5036755387,A5046943896,2
A5036755387,A5047187906,12
A5036755387,A5049668076,2
A5036755387,A5051310305,3
A5036755387,A5052064199,10
A5036755387,A5052268355,2
A5036755387,A5057670496,1
A5036755387,A5059527190,2
A5036755387,A5060516361,3
A5036755387,A5061498614,2
A5036755387,A5062775440,3
A5036755387,A5063608966,2
A5036755387,A5063743061,1
A5036755387,A5064156615,1
A5036755387,A5065052445,2
A5036755387,A5068629789,2
A5036755387,A5070780812,2
A5036755387,A5071158810,3
A5036755387,A5076445360,1
A5036755387,A5077306460,1
A5036755387,A5077683873,2
A5036755387,A5081148973,1
A5036755387,A5085992701,3
A5036755387,A5090219740,1
A5036755387,A5090970334,1
A5036755387,A5102950683,2
A5036755387,A5103874950,1
A5036755387,A5110545278,2
A5036802114,A5047966455,2
A5036802114,A5051908367,4
A5036802114,A5053098672,2
A5036802114,A5060950159,2
A5036802114,A5062379251,1
A5036802114,A5081035197,1
A5036802114,A5082216220,2
A5036802114,A5083972342,3
A5036802114,A5109435673,1
A5036847123,A5037587487,1
A5036847123,A5043931227,1
A5036847123,A5044457502,1
A5036847123,A5044882435,1
A5036847123,A5045340800,1
A5036847123,A5049953496,1
A5036847123,A5050624434,15
A5036847123,A5051626636,1
A5036847123,A5051928708,1
A5036847123,A5052064199,1
A5036847123,A5053455982,1
A5036847123,A5055341110,1
A5036847123,A5056233022,1
A5036847123,A5057670496,4
A5036847123,A5058986579,1
A5036847123,A5059576222,1
A5036847123,A5060645871,2
A5036847123,A5060708026,1
A5036847123,A5061435145,1
A5036847123,A5061666440,1
A5036847123,A5063743061,1
A5036847123,A5064156615,1
A5036847123,A5064564535,1
A5036847123,A5070780221,1
A5036847123,A5074660739,1
A5036847123,A5075357835,1
A5036847123,A5076472750,1
A5036847123,A5083139289,2
A5036847123,A5084464350,1
A5036847123,A5085083738,2
A5036847123,A5090219740,1
A5036847123,A5090801242,1
A5036847123,A5090970334,1
A5036847123,A5102717651,1
A5036847123,A5102887866,1
A5036847123,A5103874950,1
A5036847123,A5108034932,1
A5036847123,A5110417069,1
A5036847123,A5112193098,2
A5036847123,A5112590008,1
A5036869562,A5039080941,2
A5036869562,A5042182436,1
A5036869562,A5053379413,2
A5036869562,A5059576222,2
A5036869562,A5109508115,1
A5036877484,A5037267902,1
A5036877484,A5040567940,1
A5036877484,A5040896502,1
A5036877484,A5042531984,1
A5036877484,A5046325931,1
A5036877484,A5047910973,1
A5036877484,A5052530411,1
A5036877484,A5056603621,1
A5036877484,A5060321149,1
A5036877484,A5062808515,1
A5036877484,A5065257057,1
A5036877484,A5069148631,1
A5036877484,A5070191034,1
A5036877484,A5070801097,1
A5036877484,A5070982607,1
A5036877484,A5072750119,1
A5036877484,A5073592308,1
A5036877484,A5073845463,1
A5036877484,A5074413866,1
A5036877484,A5080644663,1
A5036877484,A5103233261,1
A5036913226,A5050269792,4
A5036913226,A5059188947,4
A5036913226,A5069599544,4
A5036913226,A5079795081,5
A5036913226,A5108605178,1
A5036913226,A5110448833,2
A5036951354,A5111741504,5
A5036953773,A5050428667,1
A5036953773,A5058246772,1
A5036953773,A5078318699,1
A5036953773,A5078455702,1
A5036959835,A5041052971,1
A5036959835,A5064826545,2
A5036959835,A5084584080,1
A5036959835,A5087252914,1
A5036959835,A5109987684,1
A5036962581,A5082230356,3
A5037044485,A5040443326,2
A5037044485,A5041238092,2
A5037044485,A5041995930,2
A5037044485,A5042359572,2
A5037044485,A5042949929,2
A5037044485,A5044538537,2
A5037044485,A5047610788,2
A5037044485,A5047975781,2
A5037044485,A5048209445,2
A5037044485,A5049735088,2
A5037044485,A5051333159,2
A5037044485,A5052508555,2
A5037044485,A5052570808,2
A5037044485,A5052896901,2
A5037044485,A5054437766,1
A5037044485,A5054917997,1
A5037044485,A5056604056,2
A5037044485,A5058518471,1
A5037044485,A5058867480,2
A5037044485,A5059782311,2
A5037044485,A5059952758,2
A5037044485,A5060608240,2
A5037044485,A5061247829,2
A5037044485,A5061712390,2
A5037044485,A5061801420,2
A5037044485,A5062122821,2
A5037044485,A5063064508,1
A5037044485,A5063302392,1
A5037044485,A5066006168,2
A5037044485,A5066151994,1
A5037044485,A5066900872,2
A5037044485,A5069461087,1
A5037044485,A5069909768,2
A5037044485,A5070915891,2
A5037044485,A5073694772,1
A5037044485,A5074377081,2
A5037044485,A5075242622,2
A5037044485,A5076070556,2
A5037044485,A5076923485,2
A5037044485,A5077893350,1
A5037044485,A5078965739,1
A5037044485,A5079902325,2
A5037044485,A5081672511,1
A5037044485,A5082890259,2
A5037044485,A5084234375,1
A5037044485,A5084312125,1
A5037044485,A5084952958,2
A5037044485,A5085933467,1
A5037044485,A5086310297,2
A5037044485,A5086603611,2
A5037044485,A5086763067,2
A5037044485,A5086976250,2
A5037044485,A5087011078,2
A5037044485,A5087496171,1
A5037044485,A5087886468,2
A5037044485,A5088387847,2
A5037044485,A5088827087,1
A5037044485,A5089917331,2
A5037044485,A5090751584,1
A5037044485,A5091797033,1
A5037044485,A5092175376,1
A5037044485,A5113677716,1
A5037051504,A5049461448,1
A5037051504,A5053379413,1
A5037051504,A5062953808,1
A5037051504,A5070581048,1
A5037051504,A5071771204,1
A5037051504,A5072677791,2
A5037051504,A5080794503,1
A5037051504,A5081408180,1
A5037051504,A5081618772,1
A5037051504,A5084028663,2
A5037051504,A5086273156,1
A5037053075,A5052530411,2
A5037053075,A5053956842,1
A5037053075,A5054487687,1
A5037053075,A5054977781,1
A5037053075,A5063023215,1
A5037053075,A5076076892,2
A5037053075,A5079602017,1
A5037053075,A5086564346,2
A5037053075,A5089740599,2
A5037137651,A5037461731,1
A5037137651,A5037522395,1
A5037137651,A5039857832,1
A5037137651,A5040028329,1
A5037137651,A5040443326,1
A5037137651,A5041592532,1
A5037137651,A5046496325,1
A5037137651,A5047187906,1
A5037137651,A5048015037,1
A5037137651,A5048028920,1
A5037137651,A5048174646,1
A5037137651,A5048638576,1
A5037137651,A5048826461,1
A5037137651,A5053295006,1
A5037137651,A5054173000,1
A5037137651,A5054747883,1
A5037137651,A5054916699,1
A5037137651,A5055556974,1
A5037137651,A5056604056,1
A5037137651,A5057785941,1
A5037137651,A5058675203,1
A5037137651,A5060487414,1
A5037137651,A5061982227,1
A5037137651,A5062122821,1
A5037137651,A5062775440,1
A5037137651,A5064564535,1
A5037137651,A5067477954,1
A5037137651,A5067846686,1
A5037137651,A5068251435,1
A5037137651,A5071649909,1
A5037137651,A5072989454,2
A5037137651,A5082618108,1
A5037137651,A5085250784,1
A5037137651,A5086117599,1
A5037137651,A5086487790,1
A5037137651,A5090005375,1
A5037137651,A5091168022,1
A5037137651,A5101834511,1
A5037137651,A5103233261,1
A5037137651,A5106660367,1
A5037137651,A5108094274,1
A5037137651,A5110251178,1
A5037137651,A5110760015,1
A5037137651,A5111747830,1
A5037137651,A5112189241,1
A5037145918,A5067172809,2
A5037153739,A5047356822,2
A5037153739,A5072858734,1
A5037153739,A5087325827,1
A5037153739,A5108632242,1
A5037153739,A5112460277,1
A5037153935,A5056580070,1
A5037153935,A5061613678,1
A5037153935,A5065201059,1
A5037153935,A5069437381,1
A5037153935,A5070183914,1
A5037153935,A5074553055,1
A5037153935,A5080126660,1
A5037153935,A5082506516,1
A5037153935,A5082866680,1
A5037153935,A5100802164,1
A5037153935,A5102740418,1
A5037153935,A5110202390,1
A5037226966,A5044752864,1
A5037226966,A5045033930,2
A5037226966,A5055341110,2
A5037226966,A5058241789,1
A5037226966,A5066305086,1
A5037226966,A5075357835,1
A5037238507,A5040857790,1
A5037238507,A5043972660,3
A5037238507,A5045340800,1
A5037238507,A5046041090,1
A5037238507,A5046418896,3
A5037238507,A5047283400,6
A5037238507,A5050836912,1
A5037238507,A5054968704,1
A5037238507,A5055694349,3
A5037238507,A5056835070,3
A5037238507,A5059489881,1
A5037238507,A5060493413,7
A5037238507,A5060620433,8
A5037238507,A5061724213,2
A5037238507,A5063485768,1
A5037238507,A5063654030,2
A5037238507,A5064621545,2
A5037238507,A5065057981,6
A5037238507,A5066137066,1
A5037238507,A5067033675,3
A5037238507,A5068074654,2
A5037238507,A5070305490,1
A5037238507,A5070669048,2
A5037238507,A5072267278,1
A5037238507,A5074045338,1
A5037238507,A5074635073,1
A5037238507,A5075560818,3
A5037238507,A5076175741,6
A5037238507,A5076972593,2
A5037238507,A5078718732,1
A5037238507,A5081473948,1
A5037238507,A5084336818,11
A5037238507,A5084377900,11
A5037238507,A5085062684,2
A5037238507,A5086524488,1
A5037238507,A5086638630,5
A5037238507,A5088630522,1
A5037238507,A5089462580,3
A5037238507,A5089589275,6
A5037238507,A5101648038,1
A5037238507,A5108034932,9
A5037238507,A5112326719,2
A5037238507,A5112463159,1
A5037238507,A5112633227,1
A5037238507,A5112877525,2
A5037242027,A5051333159,1
A5037250063,A5063877834,2
A5037250063,A5088464151,3
A5037260902,A5054694404,1
A5037260902,A5073920662,1
A5037260902,A5104780044,1
A5037267902,A5041235614,1
A5037267902,A5046656979,1
A5037267902,A5052130300,1
A5037267902,A5053634231,1
A5037267902,A5054694404,1
A5037267902,A5055102151,1
A5037267902,A5058645661,1
A5037267902,A5062808515,1
A5037267902,A5065257057,1
A5037267902,A5070801097,3
A5037267902,A5073123254,1
A5037267902,A5077392701,2
A5037267902,A5077606423,1
A5037267902,A5080644663,2
A5037267902,A5080737605,1
A5037267902,A5080921997,1
A5037267902,A5088312740,2
A5037267902,A5108398818,1
A5037267902,A5112300922,1
A5037267902,A5113679042,2
A5037375915,A5045335131,1
A5037375915,A5055843584,3
A5037375915,A5059321270,1
A5037375915,A5081302464,2
A5037375915,A5112586722,2
A5037398401,A5040938760,4
A5037398401,A5046630427,1
A5037398401,A5087701950,3
A5037398401,A5114252615,1
A5037409209,A5083368899,3
A5037409209,A5091465619,3
A5037429073,A5062667343,1
A5037429073,A5064671153,1
A5037429073,A5065732839,2
A5037429073,A5078322786,1
A5037429073,A5089013617,1
A5037458493,A5041479050,7
A5037458493,A5046411274,1
A5037458493,A5063404856,1
A5037458493,A5066868128,1
A5037458493,A5071714312,1
A5037458493,A5073946959,2
A5037458493,A5076510192,1
A5037461731,A5037522395,1
A5037461731,A5039857832,1
A5037461731,A5040028329,1
A5037461731,A5040443326,1
A5037461731,A5041592532,1
A5037461731,A5046496325,1
A5037461731,A5048015037,1
A5037461731,A5048028920,1
A5037461731,A5048174646,1
A5037461731,A5048638576,1
A5037461731,A5048826461,1
A5037461731,A5053295006,1
A5037461731,A5054916699,1
A5037461731,A5056604056,1
A5037461731,A5057785941,1
A5037461731,A5061982227,1
A5037461731,A5062122821,1
A5037461731,A5062775440,1
A5037461731,A5064367503,5
A5037461731,A5064806119,6
A5037461731,A5067477954,1
A5037461731,A5068251435,1
A5037461731,A5071649909,1
A5037461731,A5080413664,6
A5037461731,A5082618108,1
A5037461731,A5085250784,1
A5037461731,A5086117599,1
A5037461731,A5086448929,7
A5037461731,A5086487790,1
A5037461731,A5089270733,4
A5037461731,A5090005375,1
A5037461731,A5091168022,1
A5037461731,A5101834511,1
A5037461731,A5102738599,7
A5037461731,A5103233261,1
A5037461731,A5106660367,1
A5037461731,A5108094274,1
A5037461731,A5111747830,1
A5037461731,A5112189241,1
A5037506637,A5043069911,6
A5037506637,A5048015037,1
A5037506637,A5070100305,1
A5037506637,A5071340852,1
A5037506637,A5085674774,4
A5037506637,A5111591744,4
A5037511527,A5037829444,10
A5037511527,A5039732663,2
A5037511527,A5041419555,1
A5037511527,A5043982552,1
A5037511527,A5048043173,11
A5037511527,A5052539519,3
A5037511527,A5059210246,1
A5037511527,A5060930335,1
A5037511527,A5063654030,2
A5037511527,A5065224500,5
A5037511527,A5065812674,1
A5037511527,A5076610949,3
A5037511527,A5086331315,1
A5037511527,A5087040042,2
A5037511527,A5088120715,1
A5037511527,A5095778882,3
A5037511527,A5102792022,1
A5037511527,A5113535397,1
A5037522395,A5039857832,1
A5037522395,A5040028329,1
A5037522395,A5040443326,1
A5037522395,A5041592532,1
A5037522395,A5042949929,1
A5037522395,A5046496325,1
A5037522395,A5048015037,1
A5037522395,A5048028920,1
A5037522395,A5048174646,1
A5037522395,A5048638576,1
A5037522395,A5048826461,1
A5037522395,A5053295006,1
A5037522395,A5054916699,1
A5037522395,A5056604056,3
A5037522395,A5057785941,1
A5037522395,A5061982227,2
A5037522395,A5062122821,1
A5037522395,A5062775440,1
A5037522395,A5064154660,1
A5037522395,A5067477954,1
A5037522395,A5068251435,1
A5037522395,A5071649909,1
A5037522395,A5072858734,1
A5037522395,A5082618108,1
A5037522395,A5085250784,1
A5037522395,A5086117599,1
A5037522395,A5086487790,1
A5037522395,A5090005375,1
A5037522395,A5091168022,1
A5037522395,A5101621321,1
A5037522395,A5101834511,1
A5037522395,A5103233261,1
A5037522395,A5106660367,1
A5037522395,A5108094274,1
A5037522395,A5111747830,1
A5037522395,A5112189241,1
A5037584352,A5041199718,1
A5037584352,A5043388015,1
A5037584352,A5048028920,3
A5037584352,A5048783647,2
A5037584352,A5053202049,1
A5037584352,A5055496197,3
A5037584352,A5056405122,1
A5037584352,A5059489881,7
A5037584352,A5062415867,2
A5037584352,A5063608966,2
A5037584352,A5064316776,2
A5037584352,A5066269923,1
A5037584352,A5068393533,1
A5037584352,A5069479461,2
A5037584352,A5079042439,1
A5037584352,A5080261052,1
A5037584352,A5081148973,1
A5037584352,A5084377900,1
A5037584352,A5088630522,2
A5037584352,A5089442586,1
A5037584352,A5102950683,2
A5037584352,A5103147037,1
A5037584352,A5110191568,1
A5037587487,A5039942631,1
A5037587487,A5042039118,1
A5037587487,A5043214978,1
A5037587487,A5043931227,1
A5037587487,A5044457502,1
A5037587487,A5045340800,1
A5037587487,A5047214861,1
A5037587487,A5049953496,1
A5037587487,A5050624434,2
A5037587487,A5051347992,1
A5037587487,A5051626636,1
A5037587487,A5051928708,1
A5037587487,A5053455982,1
A5037587487,A5053956842,1
A5037587487,A5056233022,1
A5037587487,A5058986579,1
A5037587487,A5059440078,1
A5037587487,A5059576222,1
A5037587487,A5060645871,1
A5037587487,A5060708026,1
A5037587487,A5063300784,1
A5037587487,A5064564535,1
A5037587487,A5073536719,1
A5037587487,A5074660739,1
A5037587487,A5076472750,1
A5037587487,A5078953524,1
A5037587487,A5082530866,1
A5037587487,A5087750501,1
A5037587487,A5090219740,1
A5037587487,A5090801242,3
A5037587487,A5090861767,1
A5037587487,A5091351942,1
A5037587487,A5108034932,1
A5037587487,A5110267531,3
A5037587487,A5110417069,2
A5037587487,A5112102311,1
A5037587487,A5112590008,1
A5037590677,A5048480496,2
A5037590677,A5109172067,2
A5037610631,A5065198831,1
A5037610631,A5073898837,3
A5037620435,A5063534100,3
A5037620435,A5067754333,3
A5037625435,A5039133586,3
A5037625435,A5042380622,1
A5037625435,A5046341776,1
A5037625435,A5053956842,10
A5037625435,A5059551776,1
A5037625435,A5064295606,1
A5037625435,A5066969975,2
A5037638362,A5051801808,2
A5037647880,A5041749427,1
A5037647880,A5074182948,2
A5037665177,A5052982122,1
A5037665177,A5055474381,3
A5037665177,A5055843584,1
A5037665177,A5060861311,3
A5037665177,A5068874283,1
A5037665177,A5086487790,1
A5037665177,A5087370269,1
A5037709123,A5053638242,1
A5037709123,A5053687573,1
A5037829444,A5039732663,1
A5037829444,A5040300113,1
A5037829444,A5041349380,1
A5037829444,A5041419555,4
A5037829444,A5044563276,1
A5037829444,A5047037755,2
A5037829444,A5048043173,3
A5037829444,A5050723872,2
A5037829444,A5052539519,8
A5037829444,A5055474381,1
A5037829444,A5056604056,1
A5037829444,A5059210246,4
A5037829444,A5060087363,1
A5037829444,A5063743061,1
A5037829444,A5074016954,1
A5037829444,A5076610949,5
A5037829444,A5076827810,1
A5037829444,A5078269187,1
A5037829444,A5080737605,1
A5037829444,A5081654953,1
A5037829444,A5085933467,1
A5037829444,A5086331315,1
A5037829444,A5086497539,1
A5037829444,A5087040042,1
A5037829444,A5087325827,1
A5037829444,A5088120715,2
A5037829444,A5088627641,1
A5037829444,A5088890768,1
A5037829444,A5089067181,1
A5037829444,A5089546896,1
A5037829444,A5102792022,1
A5037829444,A5102809458,1
A5037829444,A5106183478,1
A5037829444,A5108396266,5
A5037829444,A5108530721,7
A5037829444,A5110053337,1
A5037829444,A5111681230,1
A5037829444,A5113167111,2
A5037829444,A5113535397,8
A5037829444,A5113694480,2
A5037844687,A5048080984,1
A5037844687,A5051652211,4
A5037844687,A5082317939,6
A5037844687,A5109962891,1
A5037844687,A5110065062,2
A5037844687,A5113522818,3
A5037848649,A5040713614,1
A5037848649,A5047078785,1
A5037848649,A5050084607,1
A5037848649,A5056799239,1
A5037848649,A5060944912,1
A5037848649,A5061707159,1
A5037848649,A5062495918,1
A5037848649,A5065272339,1
A5037848649,A5067943737,1
A5037848649,A5068019572,1
A5037848649,A5072417532,1
A5037848649,A5077178704,1
A5037848649,A5082244480,1
A5037848649,A5108122011,1
A5037848649,A5111752793,1
A5037867086,A5043341270,2
A5037867086,A5046854958,6
A5037867086,A5052777257,2
A5037867086,A5077952546,4
A5037867086,A5103975268,4
A5037886219,A5038548311,1
A5037886219,A5038873010,1
A5037886219,A5039207374,1
A5037886219,A5041789762,1
A5037886219,A5042336328,1
A5037886219,A5042743351,1
A5037886219,A5044563276,1
A5037886219,A5044692909,1
A5037886219,A5045002337,1
A5037886219,A5045150307,1
A5037886219,A5045608737,2
A5037886219,A5045897972,8
A5037886219,A5046396400,1
A5037886219,A5046743964,2
A5037886219,A5047066098,2
A5037886219,A5047187906,1
A5037886219,A5047465035,1
A5037886219,A5047564527,1
A5037886219,A5048915779,3
A5037886219,A5049062772,1
A5037886219,A5049153998,1
A5037886219,A5049564909,1
A5037886219,A5049569296,1
A5037886219,A5050285182,1
A5037886219,A5050624434,1
A5037886219,A5051271326,1
A5037886219,A5051584238,1
A5037886219,A5052130300,1
A5037886219,A5052268355,1
A5037886219,A5053170814,1
A5037886219,A5053379413,1
A5037886219,A5053594384,1
A5037886219,A5053611400,2
A5037886219,A5053634231,1
A5037886219,A5053956842,1
A5037886219,A5053962612,1
A5037886219,A5054602736,1
A5037886219,A5055510573,1
A5037886219,A5057259909,1
A5037886219,A5057373201,2
A5037886219,A5057388257,1
A5037886219,A5058844694,1
A5037886219,A5059286284,2
A5037886219,A5059576222,1
A5037886219,A5060958973,1
A5037886219,A5061622830,1
A5037886219,A5061982227,1
A5037886219,A5062667343,1
A5037886219,A5062775440,1
A5037886219,A5062897472,1
A5037886219,A5063743061,1
A5037886219,A5064425240,1
A5037886219,A5064564535,1
A5037886219,A5064943674,1
A5037886219,A5065064859,2
A5037886219,A5065288345,1
A5037886219,A5066146362,5
A5037886219,A5066351187,2
